USER,Editor,COMPARE_KLHK_1990,COMPARE_UMD_2001,OMISSION or COMMISSION,NEW EDITS,DISAGREEMENT NOTES,ISLAND,ID,1990 land cover,X1990_CONF,Final land use KLHK,FINAL_LU_UMD,CONF_FINAL,Change 1 year,Change 1 previous cloud free year,Change 1 type,Change 1 confidence,Change 2 year,Change 2 previous cloud free year,Change 2 type,Change 2 confidence,Change 3 year,Change 3 previous cloud free year,Change 3 type,Change 3 confidence,Change 4 year,Change 4 previous cloud free year,Change 4 type,Change 4 confidence,Change 5 year,Change 5 previous cloud free,Change 5 type,Change 5 confidence,Change 6 year,Change 6 previous cloud free,Change 6 type,Change 6 confidence,SPOT,HIGHRES_GE,FY_CF,CHANGE_EVENT,CHANGE_E_CONF,AGREE_DISAGREE,D_EDITS,X1990_NOTES,CLASS_NOTES,CH1_NOTES,CH2_NOTES,CH3_NOTES,CH4_NOTES,CH5_NOTES,CH6_NOTES,NOTES_FINAL
Tatik checked,Tatik checked,OMISSION,OMISSION,YES,Edited entry,,Sumatera,9739,Non Forest,High,Pertanian Lahan Kering Campur Semak,DEG,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,2014,1990,No,High,Agree,,Sample complete!,,,,,,,NA,
Tatik checked,Tatik checked,OMISSION,AGREE_NON,YES,No edits needed,,Sumatera,9743,Primary degraded,High,Pertanian Lahan Kering Campur Semak,CLEAR_TP,High,1998,1997,Cleared - Abandoned/transitional,High,2004,2003,Cleared - Abandoned/transitional,High,2015,2014,Cleared - Tree plantations,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,2015,1992,Yes,High,Disagree - major,,Sample complete!,,,,,,,NA,
Tatik checked,Tatik checked,OMISSION,OMISSION,YES,Edited entry,,Sumatera,9744,Non Forest,High,Perkebunan,CLEAR_PE,High,,,,,,,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,2015,1990,Yes,High,Disagree - major,,,palm oil,,,,,,NA,
Tatik checked,Tatik checked,AGREE_FOR,OMISSION,YES,No edits needed,,Sumatera,9748,Primary intact,High,Hutan Mangrove Sekunder,DEG_NE,High,2002,2001,Degraded - Nearby clearing,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,none,1990,Yes,High,Disagree - major,,Sample complete!,,,,,,,NA,
Tatik checked,Tatik checked,OMISSION,AGREE_NON,YES,Edited entry,,Sumatera,9756,Non Forest,High,Pertanian Lahan Kering Campur Semak,CLEAR_SH,High,,,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,2016,1990,Yes,High,Disagree - major,,Sample complete!,,,,,,,NA,
Tatik checked,Tatik checked,OMISSION,OMISSION,YES,Edited entry,"No data: 1990-1992, not forest at 1989",Sumatera,9764,Non Forest,High,Belukar,DEG,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,2015,1993,No,High,Agree,,Sample complete!,,,,,,,NA,
Tatik checked,Tatik checked,OMISSION,OMISSION,YES,No edits needed,,Sumatera,9766,Primary intact,High,Belukar,CLEAR_AB,High,2008,2007,Cleared - Abandoned/transitional,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,none,1990,Yes,High,Disagree - minor,,,,,,,,,NA,
Tatik checked,Tatik checked,OMISSION,AGREE_FOR,YES,No edits needed,,Sumatera,9779,Primary intact,High,Hutan Primer,PIN,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,2017,1990,No,High,Disagree - major,,Sample complete!,,,,,,,NA,
Tatik checked,Tatik checked,AGREE_FOR,OMISSION,YES,Edited entry,"change 2 added, before at 2008",Sumatera,9780,Primary intact,High,Perkebunan,CLEAR_PE,High,1999,1998,Degraded - Nearby clearing,High,2000,1999,Cleared - Abandoned/transitional,High,2008,2007,Cleared - Abandoned/transitional,High,2011,2010,Cleared - Palm estates,High,NA,NA,,,NA,NA,NA,NA,Yes,2015,1990,Yes,High,Disagree - major,,,Sawit,,Land clearing,,,,NA,
Tatik checked,Tatik checked,OMISSION,AGREE_NON,YES,No edits needed,,Sumatera,9782,Primary degraded,High,Belukar,CLEAR_AB,High,1999,1998,Cleared - Abandoned/transitional,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,2015,1990,Yes,High,Disagree - major,,Sample complete!,,,,,,,NA,
Tatik checked,Tatik checked,COMMISSION,AGREE_NON,YES,Edited entry,changedd at final land use,Sumatera,9783,Non Forest,High,Pertanian Lahan Kering,NON,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,2014,1991,No,High,Agree,,Sample complete!,,,,,,,NA,
Tatik checked,Tatik checked,OMISSION,AGREE_NON,YES,No edits needed,,Sumatera,9787,Primary degraded,High,Pertanian Lahan Kering Campur Semak,CLEAR_AB,High,1997,1996,Cleared - Abandoned/transitional,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,2016,1990,Yes,High,Disagree - major,,Sample complete!,Agroforest,,,,,,NA,
Tatik checked,Tatik checked,COMMISSION,AGREE_NON,YES,Edited entry,1991: no data,Sumatera,9789,Primary intact,High,Belukar,NON,High,1992,1990,Cleared - Fire,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,none,1990,No,High,Agree,,Sample complete!,,,,,,,NA,
Tatik checked,Tatik checked,OMISSION,AGREE_NON,YES,No edits needed,,Sumatera,9792,Primary intact,High,Pertanian Lahan Kering Campur Semak,CLEAR_SH,High,2000,1999,Cleared - Small-holder land use,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,2016,1990,Yes,High,Disagree - major,,,Agroforest,,,,,,NA,
Tatik checked,Tatik checked,AGREE_NON,COMMISSION,YES,No edits needed,No SPOT data,Sumatera,9797,Non Forest,High,Belukar,NON,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,No,none,1990,No,High,Agree,,Sample complete!,"SPOT 6/7 not available, GE fuzzy",,,,,,NA,
Tatik checked,Tatik checked,OMISSION,AGREE_NON,YES,No edits needed,,Sumatera,9798,Primary degraded,High,Perkebunan,CLEAR_PE,High,1996,1995,Cleared - Palm estates,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,none,1990,Yes,High,Disagree - minor,,,Sawit,Land preparation,,,,,NA,
Tatik checked,Tatik checked,OMISSION,OMISSION,YES,Edited entry,,Sumatera,9800,Non Forest,High,Pertanian Lahan Kering,CLEAR_AB,High,,,,,,,,,,,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,2015,1990,Yes,High,Disagree - major,Diana edited,,Prepared for plantation?,,,,,,NA,
Tatik checked,Tatik checked,OMISSION,AGREE_NON,YES,No edits needed,1990: peat forest,Sumatera,9809,Primary intact,High,Perkebunan,CLEAR_PE,High,1992,1991,Cleared - Abandoned/transitional,High,2003,2002,Cleared - Abandoned/transitional,High,2012,2011,Cleared - Palm estates,High,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,2016,1991,Yes,High,Disagree - major,Diana edited,,Sawit,,,,,,NA,
Tatik checked,Tatik checked,OMISSION,AGREE_FOR,YES,No edits needed,,Sumatera,9814,Primary intact,High,Hutan Rawa Primer,PIN,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,2015,1993,No,High,Disagree - major,,Sample complete!,Gambut (peat swamp),,,,,,NA,
Tatik checked,Tatik checked,OMISSION,OMISSION,YES,Edited entry,,Sumatera,9821,Non Forest,High,Belukar,CLEAR_AB,High,,,,,,,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,2015,1990,Yes,High,Disagree - major,,,Or land prepared for large scale plantation/HTI?,Land preparation,,,,,NA,
Tatik checked,Tatik checked,OMISSION,AGREE_NON,YES,Edited entry,,Sumatera,9822,Non Forest,High,Belukar,CLEAR_AB,High,,,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,No,2012,1990,Yes,High,Disagree - major,,,,,,,,,NA,
Tatik checked,Tatik checked,OMISSION,OMISSION,YES,No edits needed,2001: still forest,Sumatera,9828,Primary intact,High,Pertanian Lahan Kering Campur Semak,CLEAR_SH,High,2010,2009,Degraded - Nearby clearing,High,2011,2010,Cleared - Small-holder land use,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,2016,1995,Yes,High,Disagree - major,,Sample complete!,"Agroforested landscape, dominated by rubber?",,,,,,NA,
Tatik checked,Tatik checked,COMMISSION,AGREE_NON,YES,No edits needed,,Sumatera,9830,Non Forest,High,Pertanian Lahan Kering Campur Semak,NON,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,2014,1990,No,High,Agree,,Sample complete!,"Agroforested landscape, dominated by rubber?",,,,,,NA,
Tatik checked,Tatik checked,AGREE_FOR,OMISSION,YES,No edits needed,no data:1990-1995,Sumatera,9834,Primary intact,High,Lahan Terbuka,CLEAR_FI,High,1999,1997,Degraded - Nearby clearing,High,2016,2015,Cleared - Fire,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,none,1996,Yes,High,Disagree - major,,,,,,,,,NA,
Tatik checked,Tatik checked,COMMISSION,AGREE_NON,YES,No edits needed,"no data:1990-1992, 1989: Non forest",Sumatera,9840,Non Forest,High,Belukar,NON,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,No,2016,1993,No,High,Disagree - minor,,Sample complete!,,,,,,,NA,
Tatik checked,Kustiyo checked,OMISSION,OMISSION,YES,Edited entry,changed-2 added,Sumatera,9846,Primary degraded,Low,Perkebunan,CLEAR_RU,High,2005,2004,Cleared - Small-holder land use,,2015,2014,Cleared - Rubber,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,none,1992,Yes,High,Agree,,,,,,,,,NA,
Tatik checked,Kustiyo checked,AGREE_FOR,COMMISSION,YES,No edits needed,clear in 1993,Sumatera,9848,Primary degraded,High,Belukar,CLEAR_AB,High,1993,1992,Cleared - Abandoned/transitional,High,2004,2003,Cleared - Abandoned/transitional,High,2007,2006,Cleared - Abandoned/transitional,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,2016,1990,Yes,High,Disagree - minor,Diana edited,,,,,,,,NA,
Tatik checked,Kustiyo checked,OMISSION,OMISSION,YES,Edited entry,,Sumatera,9849,Non Forest,High,Belukar,DEG,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,2016,1990,No,High,Disagree - major,,Sample complete!,,,,,,,NA,
Tatik checked,Kustiyo checked,OMISSION,AGREE_NON,YES,No edits needed,,Sumatera,9853,Primary degraded,High,Belukar,CLEAR_FI,High,1995,1991,Cleared - Fire,Low,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,2016,1990,Yes,High,Disagree - major,,,Mosaics of shrubs with young rubber plantation?,,,,,,NA,
Tatik checked,Kustiyo checked,AGREE_FOR,OMISSION,YES,No edits needed,mangrove between to rivers,Sumatera,9856,Primary degraded,High,Hutan Mangrove Sekunder,DEG,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,2016,1990,No,High,Disagree - minor,,Sample complete!,,,,,,,NA,
Tatik checked,Kustiyo checked,OMISSION,OMISSION,YES,No edits needed,in the mountaning area,Sumatera,9857,Primary degraded,High,Hutan Sekunder,DEG,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,none,1990,No,High,Disagree - major,,Sample complete!,,,,,,,NA,
Tatik checked,Kustiyo checked,OMISSION,AGREE_NON,YES,No edits needed,close to river,Sumatera,9860,Primary degraded,High,Pertanian Lahan Kering Campur Semak,CLEAR_SH,High,1997,1994,Degraded - Nearby clearing,High,1999,1998,Cleared - Small-holder land use,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,No,2016,1990,Yes,High,Disagree - major,,,Mosaics of shrubs + small-holder sawit along riparian zone,,,,,,NA,
Tatik checked,Kustiyo checked,OMISSION,OMISSION,YES,No edits needed,,Sumatera,9861,Primary degraded,High,Perkebunan,CLEAR_PE,High,2008,2007,Cleared - Palm estates,High,2015,2014,Cleared - Palm estates,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,2011,1990,Yes,High,Disagree - major,,,Sawit,the under right in the circle,the upper left in the circle,,,,NA,
Tatik checked,Kustiyo checked,OMISSION,AGREE_NON,YES,No edits needed,,Sumatera,9863,Primary degraded,High,Pertanian Lahan Kering,CLEAR_SH,High,1992,1990,Degraded - Nearby clearing,High,1996,1993,Cleared - Small-holder land use,Low,1997,1996,Cleared - Fire,Low,1999,1998,Cleared - Small-holder land use,Low,2005,2004,Cleared - Small-holder land use,High,NA,NA,NA,NA,Yes,2016,1990,Yes,High,Disagree - minor,Diana edited,,"2005-clearing, 2016-rubber plantation",,,,,,NA,
Tatik checked,Kustiyo checked,COMMISSION,AGREE_NON,YES,No edits needed,no data 90-91,Sumatera,9880,Non Forest,High,Perkebunan,NON,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,No,2013,1992,No,High,Disagree - minor,Diana edited,,sawit,,,,,,NA,
Tatik checked,Kustiyo checked,AGREE_FOR,OMISSION,YES,Edited entry,> 50% in water,Sumatera,9888,Non Forest,High,Air,PIN,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,No,2015,1992,No,High,Disagree - minor,,Sample complete!,,,,,,,NA,
Tatik checked,Kustiyo checked,AGREE_FOR,OMISSION,YES,Edited entry,changed-1 change from 2006 to 1998,Sumatera,9896,Primary intact,High,Perkebunan,CLEAR_PE,High,1998,1997,Degraded - Selective Logging,High,2007,2006,Cleared - Palm estates,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,2015,1990,Yes,High,Agree,,,,,,,,,NA,
Tatik checked,Kustiyo checked,AGREE_FOR,OMISSION,YES,Edited entry,changed-1 change to clear abandon,Sumatera,9900,Primary intact,High,Hutan Tanaman,CLEAR_TP,High,1996,1993,Cleared - Abandoned/transitional,High,2006,2005,Cleared - Tree plantations,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,2014,1993,Yes,High,Agree,,,,,,,,,NA,
Tatik checked,Kustiyo checked,AGREE_FOR,OMISSION,YES,Edited entry,,Sumatera,9904,Primary intact,High,Perkebunan,CLEAR_PE,High,1994,1993,Cleared - Abandoned/transitional,High,2006,2005,Cleared - Palm estates,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,No,none,1993,Yes,High,Agree,,,SPOT data not available; LULC from GE (hires not available),,,,,,NA,
Tatik checked,Kustiyo checked,OMISSION,AGREE_FOR,YES,No edits needed,No image 90-95,Sumatera,9912,Primary degraded,High,Belukar,CLEAR_AB,High,2007,2006,Cleared - Abandoned/transitional,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,2015,1996,Yes,High,Disagree - minor,,,,,,,,,NA,
Tatik checked,Kustiyo checked,AGREE_FOR,COMMISSION,YES,No edits needed,"2000 forest, 2001 non forest",Sumatera,9918,Primary intact,High,Pertanian Lahan Kering Campur Semak,CLEAR_SH,High,2001,2000,Cleared - Small-holder land use,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,No,2016,1990,Yes,High,Agree,,,,,,,,,NA,
Tatik checked,Kustiyo checked,OMISSION,AGREE_NON,YES,No edits needed,,Sumatera,9923,Primary degraded,High,Pertanian Lahan Kering Campur Semak,CLEAR_SH,High,1994,1993,Cleared - Small-holder land use,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,2016,1990,Yes,High,Agree,,,,,,,,,NA,
Tatik checked,Kustiyo checked,OMISSION,OMISSION,YES,Edited entry,karet scence 90,Sumatera,9927,Non Forest,High,Hutan Tanaman,DEG_SL,High,NA,NA,NA,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,none,1990,Yes,High,Disagree - minor,,,,,,,,,NA,
Tatik checked,Kustiyo checked,AGREE_FOR,OMISSION,YES,Edited entry,re forestation,Sumatera,9944,Non Forest,High,Hutan Mangrove Sekunder,DEG,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,2015,1993,No,High,Agree,,Sample complete!,,,,,,,NA,
Tatik checked,Kustiyo checked,OMISSION,AGREE_FOR,YES,No edits needed,,Sumatera,9953,Primary degraded,High,Hutan Sekunder,DEG,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,2014,1990,No,High,Agree,,Sample complete!,,,,,,,NA,
Tatik checked,Kustiyo checked,COMMISSION,AGREE_NON,YES,No edits needed,rawa,Sumatera,9973,Non Forest,High,Belukar,NON,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,2015,1990,No,High,Disagree - major,,,,,,,,,NA,
Tatik checked,Kustiyo checked,COMMISSION,AGREE_NON,YES,No edits needed,"no data on 90-91, 92 non forest",Sumatera,9977,Non Forest,High,Hutan Tanaman,NON,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,2015,1992,Yes,High,Disagree - minor,Diana edited,,tree plantation since 2004,,,,,,NA,
Tatik checked,Kustiyo checked,AGREE_FOR,OMISSION,YES,Edited entry,edit on 90 to non forest,Sumatera,9984,Non Forest,High,Belukar,DEG,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,No,2013,1993,No,High,Disagree - minor,,Sample complete!,SPOT data not available; LULC SPOT 6/7 from GE 2013,,,,,,NA,
Tatik checked,Kustiyo checked,OMISSION,OMISSION,YES,No edits needed,change to non forest on 2004,Sumatera,9986,Primary degraded,High,Perkebunan,CLEAR_PE,High,2004,2003,Cleared - Palm estates,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,2014,1990,Yes,High,Disagree - minor,,,,planted with palm oil,,,,,NA,
Tatik checked,Kustiyo checked,OMISSION,AGREE_NON,YES,No edits needed,"90 forest; No data 91,91, 93 Sawit",Sumatera,9990,Primary degraded,High,Perkebunan,CLEAR_PE,High,1993,1990,Cleared - Palm estates,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,2016,1990,Yes,High,Disagree - major,,,palm estate,,,,,,NA,
Tatik checked,Kustiyo checked,OMISSION,AGREE_NON,YES,Edited entry,smalholder already start in 90,Sumatera,9992,Non Forest,High,Pertanian Lahan Kering Campur Semak,CLEAR_SH,Low,NA,NA,NA,NA,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,2015,1990,Yes,High,Agree,,,,,,,,,NA,
Tatik checked,Kustiyo checked,AGREE_FOR,OMISSION,YES,Edited entry,"second change 2001, before 2002",Sumatera,9994,Primary intact,High,Perkebunan,CLEAR_FI,Low,1998,1996,Degraded - Selective Logging,High,2001,2000,Cleared - Abandoned/transitional,High,2015,2014,Cleared - Fire,Low,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,2013,1990,Yes,High,Disagree - minor,,,,,,,,,NA,
Tatik checked,Kustiyo checked,COMMISSION,AGREE_NON,YES,No edits needed,No data on 1990,Sumatera,9999,Non Forest,High,Perkebunan,NON,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,No,2014,1993,No,High,Agree,,Sample complete!,"cleared in 1989, primary intact in 1988, change to palm estate",,,,,,NA,
