Zuraidah checked,,COMMISSION,AGREE_NON,YES,,,Kalimantan,4882,Non Forest,High,Belukar Rawa,NON,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,Yes,2015,1990,yes,high,Disagree - major,,Sample complete!,,,,,NA,NA,NA,
Zuraidah checked,,AGREE_FOR,COMMISSION,YES,,,Kalimantan,4885,Primary degraded,high,Pertanian Lahan Kering,CLEAR_SH,High,2001,2000,Cleared - Small-holder land use,high,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,Yes,none,1990,yes,high,Disagree - major,,Sample complete!,,,,,NA,NA,NA,
Zuraidah checked,,COMMISSION,AGREE_NON,YES,,,Kalimantan,4889,Non Forest,high,Pertanian Lahan Kering,NON,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,Yes,2015,1991,no,high,Agree,,Sample complete!,,,,,NA,NA,NA,
Zuraidah checked,,OMISSION,AGREE_NON,YES,,,Kalimantan,4891,Primary degraded,high,Pertanian Lahan Kering Campur Semak,CLEAR_SH,High,1999,1998,Cleared - Small-holder land use,high,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,No,none,1994,yes,high,Disagree - minor,Diana edited,,,,,,NA,NA,NA,
Zuraidah checked,,COMMISSION,AGREE_NON,YES,,,Kalimantan,4894,Non Forest,high,Belukar,NON,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,Yes,none,1991,Yes,high,Disagree - major,,,mining site converted into scrubland,minning (planted in 1999),,,NA,NA,NA,
Zuraidah checked,,AGREE_FOR,COMMISSION,YES,,,Kalimantan,4895,Primary degraded,high,Belukar,CLEAR_AB,Low,1991,1990,Cleared - Abandoned/transitional,Low,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,No,none,1990,yes,high,Disagree - major,,Sample complete!,,pixel was covered by cloud,,,NA,NA,NA,
Zuraidah checked,,COMMISSION,AGREE_NON,YES,,,Kalimantan,4907,Non Forest,high,Air,NON,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,Yes,none,1994,no,high,Agree,,Sample complete!,,water,,,NA,NA,NA,
Zuraidah checked,,COMMISSION,AGREE_NON,YES,,,Kalimantan,4923,Non Forest,High,Belukar Rawa,NON,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,Yes,2015,1990,yes,Low,Disagree - major,,Sample complete!,,,,,NA,NA,NA,
Zuraidah checked,,OMISSION,AGREE_FOR,YES,,,Kalimantan,4924,Primary degraded,low,Hutan Sekunder,DEG,Low,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,Yes,2015,1990,no,Low,Disagree - major,,Sample complete!,,,,,NA,NA,NA,
Zuraidah checked,,COMMISSION,AGREE_NON,YES,,,Kalimantan,4927,Non Forest,high,Pertambangan,NON,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,Yes,2016,1993,yes,high,Disagree - major,,Sample complete!,,,,,NA,NA,NA,
Zuraidah checked,,OMISSION,AGREE_NON,YES,,,Kalimantan,4940,Primary degraded,high,Pertanian Lahan Kering,CLEAR_SH,High,1999,1997,Cleared - Small-holder land use,Low,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,Yes,2014,1990,yes,high,Disagree - major,,Sample complete!,,,,,NA,NA,NA,
Zuraidah checked,,COMMISSION,AGREE_NON,YES,,,Kalimantan,4942,Non Forest,high,Pertanian Lahan Kering Campur Semak,NON,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,Yes,2014,1990,No,high,Agree,,Sample complete!,,,,,NA,NA,NA,
Zuraidah checked,,COMMISSION,AGREE_NON,YES,,,Kalimantan,4959,Non Forest,low,Lahan Terbuka,NON,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,Yes,none,1990,yes,high,Disagree - major,,Sample complete!,,,,,NA,NA,NA,
Zuraidah checked,,AGREE_FOR,OMISSION,YES,,,Kalimantan,4973,Primary degraded,high,Perkebunan,CLEAR_PE,High,2002,2001,Degraded - Selective Logging,high,2005,2004,Cleared - Palm estates,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,Yes,2015,1993,yes,high,Disagree - minor,,Sample complete!,Sawit,,,,NA,NA,NA,
Zuraidah checked,,OMISSION,AGREE_NON,YES,,,Kalimantan,4977,Primary degraded,Low,Perkebunan,CLEAR_PE,High,1994,1990,Degraded - Selective Logging,High,1998,1994,Cleared - Tree plantations,Low,2006,2005,Cleared - Palm estates,High,NA,NA,,,NA,NA,,,NA,NA,,,Yes,2016,1990,yes,high,Disagree - minor,,Sample complete!,Sawit,near clearing,,,NA,NA,NA,
Zuraidah checked,,OMISSION,AGREE_NON,YES,,,Kalimantan,4980,Primary degraded,Low,Belukar,CLEAR_SH,Low,1995,1994,Cleared - Small-holder land use,low,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,Yes,none,1993,yes,high,Disagree - major,,Sample complete!,,,,,NA,NA,NA,
Zuraidah checked,,OMISSION,OMISSION,YES,,,Kalimantan,4983,Primary intact,Low,Hutan Tanaman,CLEAR_TP,High,1999,1998,Degraded - Fire,low,2002,2001,Cleared - Abandoned/transitional,low,2012,2011,Cleared - Tree plantations,High,NA,NA,,,NA,NA,,,NA,NA,,,Yes,none,1998,yes,high,Disagree - major,,Sample complete!,,,,,NA,NA,NA,
Zuraidah checked,,OMISSION,AGREE_NON,YES,,,Kalimantan,4990,Primary degraded,Low,Perkebunan,CLEAR_PE,High,1998,1997,Cleared - Abandoned/transitional,High,2015,2014,Cleared - Palm estates,Low,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,Yes,none,1990,yes,high,Disagree - minor,,Sample complete!,Sawit,,,,NA,NA,NA,
Zuraidah checked,,COMMISSION,COMMISSION,YES,,,Kalimantan,4994,Non Forest,Low,Belukar,NON,Low,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,Yes,none,1992,No,high,Disagree - major,,Sample complete!,,,,,NA,NA,NA,pixel was on a logging road
Zuraidah checked,,OMISSION,AGREE_NON,YES,,,Kalimantan,5000,Primary intact,high,Belukar Rawa,CLEAR_AB,High,1997,1993,Degraded - Selective Logging,high,1999,1997,Cleared - Abandoned/transitional,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,Yes,none,1990,yes,high,Disagree - major,,Sample complete!,,,,,NA,NA,NA,
Zuraidah checked,,AGREE_NON,COMMISSION,YES,,,Kalimantan,5001,Non Forest,Low,Pertanian Lahan Kering Campur Semak,NON,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,No,2016,1990,yes,high,Disagree - major,,Sample complete!,,,,,NA,NA,NA,
Zuraidah checked,,OMISSION,OMISSION,YES,,,Kalimantan,5006,Primary degraded,high,Perkebunan,CLEAR_PE,High,2009,2008,Cleared - Palm estates,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,Yes,2006,1990,yes,high,Agree,,Sample complete!,Sawit,,,,NA,NA,NA,
Zuraidah checked,,AGREE_FOR,COMMISSION,YES,,,Kalimantan,5011,Primary degraded,high,Belukar,CLEAR_AB,Low,1992,1991,Cleared - Abandoned/transitional,Low,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,Yes,none,1990,yes,high,Disagree - major,,Sample complete!,,,,,NA,NA,NA,
Zuraidah checked,,OMISSION,AGREE_NON,YES,,,Kalimantan,5012,Primary intact,high,Belukar Rawa,CLEAR_AB,High,1999,1995,Cleared - Abandoned/transitional,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,Yes,none,1990,yes,high,Disagree - major,,Sample complete!,,,,,NA,NA,NA,
Zuraidah checked,,OMISSION,AGREE_NON,YES,,,Kalimantan,5019,Primary intact,Low,Perkebunan,CLEAR_AB,High,1994,1993,Degraded - Selective Logging,high,1996,1994,Cleared - Abandoned/transitional,high,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,No,2014,1991,yes,high,Disagree - minor,,Sample complete!,nursery area of oil palm plantation,,,,NA,NA,NA,nursery area of oil palm plantation
Zuraidah checked,,OMISSION,AGREE_FOR,YES,,,Kalimantan,5022,Primary degraded,Low,Belukar,CLEAR_AB,High,1999,1997,Degraded - Selective Logging,High,2003,2002,Cleared - Abandoned/transitional,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,Yes,none,1990,yes,high,Disagree - major,,Sample complete!,,,,,NA,NA,NA,
Zuraidah checked,,OMISSION,AGREE_NON,YES,,,Kalimantan,5024,Primary degraded,high,Belukar Rawa,CLEAR_AB,High,1992,1990,Cleared - Abandoned/transitional,high,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,Yes,none,1990,yes,high,Disagree - major,,Sample complete!,,,,,NA,NA,NA,
Zuraidah checked,,OMISSION,AGREE_FOR,YES,,,Kalimantan,5027,Primary degraded,high,Belukar,CLEAR_AB,High,2006,2005,Cleared - Abandoned/transitional,Low,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,Yes,none,1997,no,high,Disagree - major,,Sample complete!,,,,,NA,NA,NA,
Zuraidah checked,,AGREE_FOR,OMISSION,YES,,,Kalimantan,5035,Primary intact,high,Hutan Sekunder,DEG_SL,High,1998,1997,Degraded - Selective Logging,High,2007,2006,Degraded - Selective Logging,Low,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,Yes,none,1991,yes,high,Disagree - minor,,Sample complete!,,,,,NA,NA,NA,
Zuraidah checked,,OMISSION,AGREE_NON,YES,,,Kalimantan,5051,Primary intact,high,Pertanian Lahan Kering Campur Semak,CLEAR_AB,Low,1999,1998,Cleared - Abandoned/transitional,high,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,No,none,1998,yes,high,Disagree - major,,Sample complete!,,,,,NA,NA,NA,
Zuraidah checked,,OMISSION,AGREE_FOR,YES,,,Maluku,5884,Primary degraded,High,Belukar,CLEAR_AB,High,2005,2004,Cleared - Abandoned/transitional,High,2015,2014,Cleared - Abandoned/transitional,High,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2013,1990,Yes,High,Disagree - major,,Sample complete!,,,NA,NA,NA,NA,NA,
Zuraidah checked,,COMMISSION,AGREE_NON,YES,,,Maluku,5886,Non Forest,Low,Pertanian Lahan Kering Campur Semak,NON,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,2013,1994,No,High,Agree,,Sample complete!,,,NA,NA,NA,NA,NA,
Zuraidah checked,,OMISSION,AGREE_FOR,YES,,,Maluku,5896,Primary degraded,High,Hutan Sekunder,DEG,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2015,1994,No,High,Agree,,Sample complete!,,,NA,NA,NA,NA,NA,
Zuraidah checked,,OMISSION,AGREE_FOR,YES,,,Maluku,5897,Primary degraded,High,Hutan Sekunder,DEG_NE,High,2005,2004,Degraded - Selective Logging,High,2014,2006,Degraded - Nearby clearing,Low,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,2004,1994,No,High,Disagree - minor,,Sample complete!,,,NA,NA,NA,NA,NA,
Zuraidah checked,,OMISSION,AGREE_NON,YES,,,Maluku,5898,Primary degraded,High,Pertanian Lahan Kering,CLEAR_SH,High,1997,1995,Cleared - Small-holder land use,Low,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2014,1990,No,High,Disagree - major,,Sample complete!,,,NA,NA,NA,NA,NA,
Zuraidah checked,,AGREE_NON,COMMISSION,YES,,,Maluku,5901,Non Forest,Low,Belukar,NON,Low,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2013,1990,No,High,Disagree - major,,Sample complete!,regrowth,,NA,NA,NA,NA,NA,
Zuraidah checked,,AGREE_NON,COMMISSION,YES,,,Maluku,5902,Non Forest,High,Pertanian Lahan Kering Campur Semak,NON,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2012,1990,No,High,Disagree - major,,Sample complete!,,,NA,NA,NA,NA,NA,
Zuraidah checked,,COMMISSION,COMMISSION,YES,,,Maluku,5918,Non Forest,Low,Pertanian Lahan Kering Campur Semak,NON,Low,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,none,1995,No,High,Disagree - major,,Sample complete!,,,NA,NA,NA,NA,NA,
Zuraidah checked,,OMISSION,AGREE_FOR,YES,,,Maluku,5919,Primary degraded,High,Hutan Sekunder,DEG,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,none,1994,No,High,Agree,,Sample complete!,,,NA,NA,NA,NA,NA,
Zuraidah checked,,AGREE_FOR,OMISSION,YES,,,Maluku,5921,Primary intact,High,Hutan Sekunder,DEG_NE,High,2016,2015,Degraded - Nearby clearing,High,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2015,1990,Yes,High,Disagree - major,,Sample complete!,,,NA,NA,NA,NA,NA,
Zuraidah checked,,OMISSION,COMMISSION,YES,,,Maluku,5922,Primary intact,High,Belukar,CLEAR_AB,High,1998,1992,Cleared - Abandoned/transitional,High,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2013,1992,Yes,High,Disagree - major,,,,,NA,NA,NA,NA,NA,
Zuraidah checked,,OMISSION,AGREE_FOR,YES,,,Maluku,5929,Primary degraded,High,Belukar,CLEAR_SH,High,2012,2011,Cleared - Small-holder land use,Low,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,none,1994,Yes,High,Disagree - major,,,,,NA,NA,NA,NA,NA,
Zuraidah checked,,AGREE_FOR,OMISSION,YES,,,Sulawesi,6946,Primary degraded,High,Hutan Sekunder,DEG,High,NA,,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2012,1991,No,High,Agree,,Sample complete!,,,,,NA,NA,NA,
Zuraidah checked,,COMMISSION,AGREE_NON,YES,,,Sulawesi,6947,Non Forest,Low,Belukar,NON,High,NA,,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,Yes,none,1994,No,High,Agree,,Sample complete!,,,,,NA,NA,NA,
Zuraidah checked,,AGREE_FOR,COMMISSION,YES,,,Sulawesi,6953,Primary degraded,Low,Pertanian Lahan Kering Campur Semak,CLEAR_SH,High,1994,1991,Cleared - Small-holder land use,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,Yes,none,1994,Yes,High,Disagree - major,,identifikasi pertama tahun 1994,,,,,NA,NA,NA,
Zuraidah checked,,OMISSION,AGREE_NON,YES,,,Sulawesi,6961,Primary intact,Low,Pertanian Lahan Kering,CLEAR_SH,Low,1997,1995,Degraded - Nearby clearing,High,2000,1999,Cleared - Small-holder land use,Low,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2017,1991,Yes,High,Disagree - major,,"Identifkasi awal tahun 1991, banyak pixel berwarna hitam tahun 1992-1996",,,,,NA,NA,NA,
Zuraidah checked,,COMMISSION,AGREE_NON,YES,,,Sulawesi,6979,Non Forest,Low,Pertanian Lahan Kering,NON,Low,NA,,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2016,1995,No,High,Disagree - major,,Sample complete!,,,,,NA,NA,NA,
Zuraidah checked,,COMMISSION,AGREE_NON,YES,,,Sulawesi,6986,Non Forest,Low,Belukar,NON,Low,NA,,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,Yes,none,2001,No,High,Disagree - major,,"identifikasi pertama tahun 2001, tahun 1990-2001 pixel berwarna hitam",,,,,NA,NA,NA,
Zuraidah checked,,COMMISSION,AGREE_NON,YES,,,Sulawesi,6990,Non Forest,High,Pertanian Lahan Kering,NON,High,NA,,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2016,1994,No,High,Disagree - major,,Sample complete!,kebun campur,,,,NA,NA,NA,
Zuraidah checked,,COMMISSION,AGREE_NON,YES,,,Sulawesi,7104,Non Forest,High,Belukar,NON,High,NA,,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,Yes,none,1994,Yes,High,Disagree - major,,"In landsat images there's no change of the pixel, but in SPOT the land use looks different",,,,,NA,NA,NA,
Zuraidah checked,,AGREE_FOR,OMISSION,YES,,,Sulawesi,7105,Primary degraded,Low,Hutan Sekunder,DEG,Low,NA,,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,No,none,1997,No,High,Disagree - major,,First free cloud image is in 1997,,,,,NA,NA,NA,
Zuraidah checked,,OMISSION,AGREE_FOR,YES,,,Sulawesi,7106,Primary intact,High,Belukar,CLEAR_AB,High,1999,1997,Degraded - Nearby clearing,High,2006,2005,Cleared - Abandoned/transitional,Low,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2016,1991,Yes,High,Disagree - major,,,,,,,NA,NA,NA,
Zuraidah checked,,AGREE_FOR,OMISSION,YES,,,Sulawesi,7115,Primary intact,High,Hutan Primer,PIN,High,NA,,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2016,1990,No,High,Agree,,Sample complete!,,,,,NA,NA,NA,
Zuraidah checked,,OMISSION,AGREE_NON,YES,,,Sulawesi,7119,Primary intact,Low,Pertanian Lahan Kering Campur Semak,CLEAR_SH,High,1995,1990,Cleared - Small-holder land use,Low,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2014,1990,Yes,High,Disagree - major,,,,,,,NA,NA,NA,
Zuraidah checked,,OMISSION,OMISSION,YES,,,Sulawesi,7123,Primary degraded,Low,Hutan Sekunder,DEG,Low,NA,,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2016,1994,No,Low,Disagree - major,,,,,,,NA,NA,NA,
Zuraidah checked,,AGREE_FOR,COMMISSION,YES,,,Sulawesi,7124,Primary intact,Low,Belukar,CLEAR_SH,Low,1999,1998,Cleared - Small-holder land use,Low,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2017,1995,Yes,High,Disagree - major,,,,,,,NA,NA,NA,
Zuraidah checked,,COMMISSION,AGREE_NON,YES,,,Sulawesi,7128,Non Forest,Low,Belukar,NON,Low,NA,,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,No,none,2001,No,High,Agree,,no image during 1990-2000,,,,,NA,NA,NA,Available data is very limited
Zuraidah checked,,AGREE_FOR,COMMISSION,YES,,,Sulawesi,7152,Primary degraded,Low,Belukar,CLEAR_AB,Low,2000,1997,Cleared - Abandoned/transitional,Low,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,No,2009,1995,Yes,High,Disagree - major,,no free cloud image during 1990-1994,,,,,NA,NA,NA,
Zuraidah checked,,OMISSION,AGREE_NON,YES,,,Sulawesi,7155,Primary degraded,Low,Pertanian Lahan Kering Campur Semak,CLEAR_SH,High,1994,1990,Cleared - Small-holder land use,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2016,1990,Yes,High,Disagree - major,,Sample complete!,,,,,NA,NA,NA,
