USER,Editor,COMPARE_KLHK_1990,COMPARE_UMD_2001,OMISSION or COMMISSION,NEW EDITS,DISAGREEMENT NOTES,ISLAND,ID,1990 land cover,X1990_CONF,Final land use KLHK,FINAL_LU_UMD,CONF_FINAL,Change 1 year,Change 1 previous cloud free year,Change 1 type,Change 1 confidence,Change 2 year,Change 2 previous cloud free year,Change 2 type,Change 2 confidence,Change 3 year,Change 3 previous cloud free year,Change 3 type,Change 3 confidence,Change 4 year,Change 4 previous cloud free year,Change 4 type,Change 4 confidence,Change 5 year,Change 5 previous cloud free,Change 5 type,Change 5 confidence,Change 6 year,Change 6 previous cloud free,Change 6 type,Change 6 confidence,SPOT,HIGHRES_GE,FY_CF,CHANGE_EVENT,CHANGE_E_CONF,AGREE_DISAGREE,D_EDITS,X1990_NOTES,CLASS_NOTES,CH1_NOTES,CH2_NOTES,CH3_NOTES,CH4_NOTES,CH5_NOTES,CH6_NOTES,NOTES_FINAL
Anna checked,Anna checked,OMISSION,OMISSION,YES,No edits needed,wetland forest dominan vegetation Gelam (small vegetation),Sumatera,8334,Primary intact,High,Hutan Rawa Sekunder,DEG_NE,High,1999,1998,Degraded - Nearby clearing,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,2015,1990,Yes,High,Disagree - major,,Sample complete!,,,,,,,NA,
Anna checked,Anna checked,AGREE_FOR,OMISSION,YES,Edited entry,still primary intact forest,Sumatera,8336,Primary intact,High,Hutan Primer,DEG,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,2015,1993,No,High,Disagree - major,,Sample complete!,,,,,,,NA,
Anna checked,Anna checked,AGREE_FOR,OMISSION,YES,No edits needed,wetland forest,Sumatera,8338,Primary intact,Low,Perkebunan,CLEAR_PE,High,1999,1996,Degraded - Selective Logging,High,2002,2001,Cleared - Palm estates,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,2016,1992,Yes,High,Disagree - minor,,,,,,,,,NA,
Anna checked,Anna checked,OMISSION,OMISSION,YES,Edited entry,,Sumatera,8340,Non Forest,High,Pertanian Lahan Kering Campur Semak,CLEAR_SH,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,2015,1990,Yes,High,Disagree - minor,,,,,,,,,NA,
Anna checked,Anna checked,OMISSION,AGREE_NON,YES,Edited entry,,Sumatera,8349,Non Forest,High,Perkebunan,CLEAR_PE,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,2015,1992,Yes,High,Disagree - minor,,,,,,,,,NA,
Anna checked,Anna checked,OMISSION,OMISSION,YES,Edited entry,,Sumatera,8354,Non Forest,High,Pertanian Lahan Kering Campur Semak,DEG,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,2015,1990,No,High,Disagree - major,,,,,,,,,NA,
Anna checked,Anna checked,OMISSION,AGREE_FOR,YES,No edits needed,,Sumatera,8357,Primary degraded,High,Hutan Sekunder,DEG,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,2015,1991,No,High,Disagree - major,,Sample complete!,,,,,,,NA,
Anna checked,Anna checked,OMISSION,OMISSION,YES,No edits needed,wetland forest,Sumatera,8367,Primary intact,High,Belukar Rawa,CLEAR_AB,High,1994,1990,Degraded - Nearby clearing,High,2000,1999,Cleared - Abandoned/transitional,High,2007,2006,Cleared - Palm estates,High,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,2015,1990,No,High,Disagree - major,,Sample complete!,,,,,,,NA,image not available in 1994 but clearing surrounded area
Anna checked,Anna checked,AGREE_FOR,COMMISSION,YES,Edited entry,,Sumatera,8384,Primary intact,High,Perkebunan,CLEAR_SH,High,1993,1992,Degraded - Selective Logging,High,1999,1998,Cleared - Small-holder land use,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,2010,1992,Yes,High,Disagree - minor,Diana edited,,,,,,,,NA,
Anna checked,Anna checked,AGREE_FOR,OMISSION,YES,Edited entry,,Sumatera,8388,Non Forest,High,Belukar,DEG,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,2017,1990,No,High,Disagree - major,,Sample complete!,,,,,,,NA,
Anna checked,Anna checked,OMISSION,AGREE_NON,YES,No edits needed,,Sumatera,8393,Primary degraded,High,Hutan Tanaman,CLEAR_TP,High,1992,1990,Cleared - Fire,High,1998,1996,Cleared - Fire,High,2012,2011,Cleared - Tree plantations,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,none,1990,Yes,High,Disagree - major,,,,,,,,,NA,
Anna checked,Anna checked,AGREE_FOR,OMISSION,YES,No edits needed,wetland forest,Sumatera,8402,Primary degraded,High,Perkebunan,CLEAR_PE,High,2009,2008,Cleared - Palm estates,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,2015,1996,Yes,High,Disagree - major,,,,,,,,,NA,
Anna checked,Anna checked,COMMISSION,AGREE_NON,YES,No edits needed,,Sumatera,8403,Non Forest,High,Perkebunan,NON,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,2016,1990,No,High,Agree,,Sample complete!,,,,,,,NA,
Anna checked,Anna checked,OMISSION,OMISSION,YES,Edited entry,,Sumatera,8404,Non Forest,High,Pertanian Lahan Kering Campur Semak,CLEAR_SH,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,none,1990,Yes,High,Disagree - minor,,Sample complete!,,,,,,,NA,
Anna checked,Anna checked,AGREE_FOR,COMMISSION,YES,No edits needed,wetland forest,Sumatera,8405,Primary intact,High,Hutan Tanaman,CLEAR_TP,High,1997,1996,Cleared - Tree plantations,Low,2008,2007,Cleared - Tree plantations,High,2013,2012,Cleared - Tree plantations,High,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,2015,1990,Yes,High,Disagree - minor,,,,in Google Earth 1997 clearing,,,,,NA,
Anna checked,Anna checked,OMISSION,AGREE_NON,YES,No edits needed,,Sumatera,8408,Primary intact,High,Hutan Tanaman,CLEAR_TP,High,1992,1991,Degraded - Nearby clearing,High,1999,1998,Cleared - Tree plantations,High,2005,2004,Cleared - Tree plantations,High,NA,NA,,,NA,NA,,,NA,NA,NA,NA,No,2016,1990,Yes,High,Disagree - major,,,,,,,,,NA,
Anna checked,Anna checked,COMMISSION,AGREE_NON,YES,No edits needed,,Sumatera,8410,Non Forest,Low,Pertanian Lahan Kering Campur Semak,NON,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,2016,1991,No,High,Disagree - major,,image 1990 not available but in google 1990 has non forest (clearing 1989),,,,,,,NA,
Anna checked,Anna checked,OMISSION,AGREE_NON,YES,No edits needed,pixel still forest,Sumatera,8413,Primary degraded,High,Pertanian Lahan Kering Campur Semak,CLEAR_SH,High,1996,1995,Cleared - Small-holder land use,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,none,1994,Yes,High,Agree,,,,,,,,,NA,
Anna checked,Anna checked,OMISSION,OMISSION,YES,Edited entry,,Sumatera,8425,Non Forest,High,Pertanian Lahan Kering Campur Semak,DEG,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,2016,1990,No,Low,Disagree - major,,Sample complete!,,,,,,,NA,
Anna checked,Anna checked,COMMISSION,AGREE_NON,YES,No edits needed,,Sumatera,8428,Non Forest,High,Belukar Rawa,NON,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,2014,1990,No,High,Agree,,Sample complete!,,,,,,,NA,
Anna checked,Anna checked,OMISSION,AGREE_FOR,YES,Edited entry,still primary intact,Sumatera,8429,Primary intact,High,Hutan Primer,DEG,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,2014,1990,No,High,Disagree - major,,Sample complete!,,,,,,,NA,
Anna checked,Anna checked,OMISSION,AGREE_NON,YES,Edited entry,,Sumatera,8434,Non Forest,High,Pertanian Lahan Kering,CLEAR_SH,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,2016,1990,Yes,High,Disagree - major,,Sample complete!,,,,,,,NA,
Anna checked,Anna checked,OMISSION,AGREE_NON,YES,Edited entry,,Sumatera,8437,Non Forest,High,Pertanian Lahan Kering Campur Semak,CLEAR_SH,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,2016,1990,Yes,High,Disagree - major,,,,,,,,,NA,
Anna checked,Anna checked,AGREE_FOR,OMISSION,YES,Edited entry,,Sumatera,8439,Primary degraded,High,Perkebunan,CLEAR_PE,High,1998,1996,Cleared - Fire,High,2007,2006,Cleared - Palm estates,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,none,1990,Yes,High,Agree,,,,,,,,,NA,
Anna checked,Anna checked,AGREE_FOR,OMISSION,YES,Edited entry,,Sumatera,8440,Non Forest,Low,Belukar Rawa,CLEAR_FI,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,No,2014,1998,Yes,High,Disagree - major,,Sample complete!,,,,,,,NA,
Anna checked,Anna checked,OMISSION,AGREE_NON,YES,Edited entry,,Sumatera,8450,Primary intact,High,Pertanian Lahan Kering Campur Semak,CLEAR_PE,High,1994,1993,Degraded - Selective Logging,High,1998,1997,Cleared - Abandoned/transitional,High,2012,2011,Cleared - Small-holder land use,High,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,2015,1990,Yes,High,Disagree - minor,,,,,,,,,NA,
Anna checked,Anna checked,OMISSION,OMISSION,YES,Edited entry,,Sumatera,8452,Non Forest,High,Pertanian Lahan Kering Campur Semak,CLEAR_SH,High,NA,NA,,,,,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,2015,1990,Yes,High,Disagree - minor,,,,,,,,,NA,
Anna checked,Anna checked,AGREE_FOR,OMISSION,YES,No edits needed,,Sumatera,8462,Primary degraded,High,Hutan Tanaman,CLEAR_TP,High,1996,1995,Degraded - Selective Logging,High,2007,2006,Cleared - Tree plantations,High,2013,2012,Cleared - Tree plantations,High,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,2016,1990,Yes,High,Disagree - major,,,,,,,,,NA,
Anna checked,Anna checked,OMISSION,OMISSION,YES,Edited entry,,Sumatera,8464,Non Forest,High,Pertanian Lahan Kering Campur Semak,DEG,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,2016,1990,No,High,Disagree - minor,,Sample complete!,,,,,,,NA,
Anna checked,Anna checked,OMISSION,AGREE_NON,YES,No edits needed,pixel still forest,Sumatera,8470,Primary degraded,High,Pertanian Lahan Kering Campur Semak,CLEAR_SH,High,2000,1999,Cleared - Small-holder land use,Low,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,2008,1993,Yes,High,Disagree - minor,,Sample complete!,,,,,,,NA,
Anna checked,Anna checked,OMISSION,AGREE_NON,YES,Edited entry,,Sumatera,8475,Non Forest,High,Perkebunan,CLEAR_PE,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,2016,1990,Yes,High,Disagree - minor,,,,,,,,,NA,mix tree plantation and palm estate in one pixel but in first clearing just for tree plantation
Anna checked,Anna checked,AGREE_FOR,OMISSION,YES,No edits needed,,Sumatera,8477,Primary intact,High,Pertanian Lahan Kering Campur Semak,CLEAR_SH,High,1999,1998,Degraded - Selective Logging,High,2005,2004,Cleared - Small-holder land use,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,none,1993,Yes,High,Disagree - major,,,,,,,,,NA,
Anna checked,Anna checked,OMISSION,OMISSION,YES,Edited entry,,Sumatera,8481,Non Forest,High,Perkebunan,DEG,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,2014,1990,No,,Disagree - major,,Sample complete!,,,,,,,NA,
Anna checked,Anna checked,AGREE_FOR,OMISSION,YES,No edits needed,,Sumatera,8486,Primary intact,High,Hutan Rawa Primer,PIN,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,2015,1990,No,,Disagree - minor,,Sample complete!,,,,,,,NA,
Anna checked,Anna checked,OMISSION,AGREE_NON,YES,Edited entry,,Sumatera,8488,Non Forest,High,Pertanian Lahan Kering,CLEAR_SH,High,,,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,2008,1990,Yes,High,Disagree - major,,Sample complete!,,,,,,,NA,
Anna checked,Anna checked,AGREE_FOR,OMISSION,YES,Edited entry,,Sumatera,8492,Non Forest,Low,Belukar Rawa,DEG_NE,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,2015,1993,Yes,High,Disagree - major,,Sample complete!,,,,,,,NA,"image not available 1990-1992, but in google show forest degraded since 1989"
Anna checked,Anna checked,AGREE_FOR,OMISSION,YES,No edits needed,,Sumatera,8498,Primary degraded,High,Perkebunan,CLEAR_PE,High,2004,2003,Degraded - Nearby clearing,High,2008,2007,Cleared - Palm estates,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,2016,1992,Yes,High,Disagree - minor,,,,,,,,,NA,
Anna checked,Anna checked,COMMISSION,AGREE_NON,YES,No edits needed,,Sumatera,8505,Non Forest,High,Hutan Tanaman,NON,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,2012,1990,No,,Agree,,Sample complete!,,,,,,,NA,
Anna checked,Anna checked,OMISSION,AGREE_NON,YES,Edited entry,,Sumatera,8509,Non Forest,High,Pertanian Lahan Kering Campur Semak,CLEAR_SH,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,2015,1991,Yes,High,Disagree - major,,,,,,,,,NA,
Anna checked,Anna checked,OMISSION,OMISSION,YES,No edits needed,mangrove forest,Sumatera,8513,Primary intact,High,Hutan Mangrove,PIN,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,2016,1990,No,,Disagree - major,,Sample complete!,,,,,,,NA,
Anna checked,Anna checked,OMISSION,OMISSION,YES,Edited entry,,Sumatera,8519,Non Forest,High,Belukar,CLEAR_AB,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,2016,1990,Yes,,Disagree - minor,,Sample complete!,,,,,,,NA,
Anna checked,Anna checked,OMISSION,AGREE_NON,YES,Edited entry,,Sumatera,8522,Non Forest,High,Pertanian Lahan Kering Campur Semak,CLEAR_FI,Low,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,2014,1993,Yes,High,Disagree - major,,,,,,,,,NA,
Anna checked,Anna checked,OMISSION,OMISSION,YES,Edited entry,,Sumatera,8545,Non Forest,High,Pertanian Lahan Kering Campur Semak,DEG,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,2014,1990,No,,Agree,,Sample complete!,,,,,,,NA,
Anna checked,Anna checked,OMISSION,OMISSION,YES,No edits needed,seasonal forest in the peak of mountain,Sumatera,8546,Primary intact,High,Hutan Primer,PIN,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,2016,1990,No,,Disagree - major,,Sample complete!,,,,,,,NA,
Anna checked,Anna checked,OMISSION,AGREE_NON,YES,Edited entry,,Sumatera,8554,Non Forest,High,Pertanian Lahan Kering Campur Semak,CLEAR_SH,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,2014,1990,Yes,High,Disagree - minor,,Sample complete!,,,,,,,NA,based on google earth clearing in 1991
Anna checked,Anna checked,OMISSION,AGREE_NON,YES,Edited entry,,Sumatera,8558,Non Forest,High,Hutan Tanaman,CLEAR_TP,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,2016,1990,Yes,High,Disagree - major,,,,in 2010 become palm oil estate,,,,,NA,
Anna checked,Anna checked,OMISSION,AGREE_NON,YES,Edited entry,,Sumatera,8559,Non Forest,High,Pertanian Lahan Kering Campur Semak,CLEAR_SH,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,2016,1990,Yes,High,Disagree - minor,,Sample complete!,,,,,,,NA,
Anna checked,Anna checked,COMMISSION,AGREE_NON,YES,No edits needed,,Sumatera,8563,Non Forest,High,Pertanian Lahan Kering Campur Semak,NON,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,2016,1993,No,High,Agree,,Sample complete!,,,,,,,NA,
Anna checked,Anna checked,OMISSION,OMISSION,YES,Edited entry,,Sumatera,8573,Non Forest,High,Pertanian Lahan Kering Campur Semak,DEG,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,2017,1993,No,High,Disagree - minor,,Sample complete!,,,,,,,NA,
Anna checked,Anna checked,OMISSION,AGREE_NON,YES,No edits needed,wetland forest,Sumatera,8583,Primary intact,High,Perkebunan,CLEAR_PE,High,1997,1996,Degraded - Selective Logging,High,2000,1999,Cleared - Palm estates,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,2014,1990,Yes,High,Disagree - minor,,,,,,,,,NA,
Anna checked,Anna checked,AGREE_FOR,OMISSION,YES,No edits needed,,Sumatera,8586,Primary intact,High,Hutan Sekunder,DEG_FI,High,1998,1997,Degraded - Fire,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,2016,1990,Yes,High,Disagree - major,,Sample complete!,,,,,,,NA,
Anna checked,Anna checked,COMMISSION,AGREE_NON,YES,No edits needed,,Sumatera,8599,Non Forest,High,Pertanian Lahan Kering Campur Semak,NON,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,2016,1990,No,High,Agree,,Sample complete!,,,,,,,NA,
Anna checked,Anna checked,AGREE_FOR,OMISSION,YES,Edited entry,Belukar in 1990,Sumatera,8607,Non Forest,Low,Hutan Tanaman,CLEAR_TP,High,,,,,,,,,,,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,No,2016,1992,Yes,High,Disagree - major,,Sample complete!,,,,,,,NA,
Anna checked,Anna checked,OMISSION,AGREE_NON,YES,Edited entry,,Sumatera,8610,Non Forest,High,Pertanian Lahan Kering Campur Semak,CLEAR_SH,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,2016,1990,Yes,High,Disagree - major,,Sample complete!,,image 1991-1993 not available,,,,,NA,
Anna checked,Anna checked,COMMISSION,AGREE_NON,YES,No edits needed,,Sumatera,8613,Non Forest,High,Pemukiman,NON,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,2015,1994,No,High,Disagree - major,,Sample complete!,,,,,,,NA,image 1990-1992 not available
Anna checked,Anna checked,OMISSION,OMISSION,YES,Edited entry,,Sumatera,8614,Non Forest,High,Hutan Tanaman,CLEAR_TP,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,2015,1990,Yes,High,Disagree - minor,,Sample complete!,,,,,,,NA,
Anna checked,Anna checked,COMMISSION,AGREE_NON,YES,No edits needed,,Sumatera,8617,Non Forest,High,Perkebunan,NON,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,2016,1990,No,High,Disagree - minor,,Sample complete!,,,,,,,NA,
Anna checked,Anna checked,AGREE_FOR,OMISSION,YES,No edits needed,,Sumatera,8619,Primary degraded,High,Hutan Sekunder,DEG,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,2012,1990,No,Low,Disagree - major,,Sample complete!,,,,,,,NA,
Anna checked,Anna checked,COMMISSION,AGREE_NON,YES,No edits needed,,Sumatera,8626,Non Forest,High,Perkebunan,NON,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,2016,1990,No,High,Disagree - minor,,Sample complete!,,,,,,,NA,
Anna checked,Anna checked,AGREE_FOR,OMISSION,YES,No edits needed,forest in the peak of mountain,Sumatera,8627,Primary intact,High,Hutan Primer,PIN,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,2015,1990,No,High,Agree,,Sample complete!,,,,,,,NA,
Anna checked,Anna checked,OMISSION,OMISSION,YES,Edited entry,,Sumatera,8628,Non Forest,High,Pertanian Lahan Kering Campur Semak,DEG,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,2014,1992,No,High,Disagree - major,,,,,,,,,NA,
Anna checked,Anna checked,OMISSION,OMISSION,YES,Edited entry,pixel still degraded forest in 1990,Sumatera,8629,Primary degraded,High,Hutan Tanaman,CLEAR_PE,High,1994,1993,Degraded - Selective Logging,High,2004,2003,Cleared - Tree plantations,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,2014,1990,Yes,High,Disagree - major,,Sample complete!,,,,,,,NA,
Anna checked,Anna checked,OMISSION,OMISSION,YES,Edited entry,,Sumatera,8642,Non Forest,Low,Belukar,DEG,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,No,2013,1990,No,High,Disagree - minor,,Sample complete!,,,,,,,NA,
Anna checked,Anna checked,OMISSION,OMISSION,YES,Edited entry,,Sumatera,8648,Non Forest,Low,Pertanian Lahan Kering Campur Semak,CLEAR_SH,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,none,1994,Yes,High,Disagree - minor,Diana edited,,,,,,,,NA,
Anna checked,Anna checked,OMISSION,AGREE_NON,YES,Edited entry,,Sumatera,8652,Non Forest,High,Pertanian Lahan Kering Campur Semak,CLEAR_SH,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,2017,1990,Yes,High,Disagree - major,,Sample complete!,,,,,,,NA,
Anna checked,Anna checked,OMISSION,AGREE_NON,YES,Edited entry,,Sumatera,8654,Non Forest,High,Pertanian Lahan Kering Campur Semak,CLEAR_SH,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,2015,1990,Yes,High,Agree,,,,,,,,,NA,
Anna checked,Anna checked,AGREE_FOR,OMISSION,YES,No edits needed,,Sumatera,8661,Primary intact,High,Hutan Tanaman,CLEAR_TP,High,1999,1997,Degraded - Fire,High,2010,2009,Degraded - Fire,High,2013,2012,Cleared - Tree plantations,High,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,2015,1990,Yes,High,Disagree - major,,,,,,,,,NA,
Anna checked,Anna checked,OMISSION,OMISSION,YES,No edits needed,pixel still forest,Sumatera,8664,Primary degraded,Low,Pertanian Lahan Kering Campur Semak,CLEAR_SH,High,2006,2005,Cleared - Small-holder land use,Low,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,2015,1990,Yes,High,Disagree - minor,,Sample complete!,,,,,,,NA,
Anna checked,Anna checked,OMISSION,AGREE_NON,YES,Edited entry,,Sumatera,8667,Non Forest,High,Pertanian Lahan Kering Campur Semak,CLEAR_SH,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,2015,1990,Yes,High,Disagree - major,,Sample complete!,,,,,,,NA,
Anna checked,Anna checked,OMISSION,AGREE_NON,YES,Edited entry,,Sumatera,8670,Non Forest,High,Pertanian Lahan Kering Campur Semak,CLEAR_SH,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,none,1990,Yes,High,Disagree - major,,Sample complete!,,,,,,,NA,
Anna checked,Anna checked,COMMISSION,AGREE_NON,YES,No edits needed,,Sumatera,8676,Non Forest,High,Pertanian Lahan Kering Campur Semak,NON,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,2008,1993,No,High,Disagree - minor,,,,,,,,,NA,image not available 1990-1992
Anna checked,Anna checked,OMISSION,AGREE_FOR,YES,Edited entry,,Sumatera,8679,Non Forest,High,Pertanian Lahan Kering Campur Semak,PIN,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,2015,1993,No,High,Disagree - major,,Sample complete!,,,,,,,NA,
Anna checked,Anna checked,COMMISSION,AGREE_NON,YES,No edits needed,,Sumatera,8683,Non Forest,High,Pertanian Lahan Kering Campur Semak,NON,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,2009,1992,No,High,Disagree - major,,,,,,,,,NA,
Anna checked,Anna checked,OMISSION,AGREE_NON,YES,Edited entry,,Sumatera,8687,Non Forest,High,Pertanian Lahan Kering Campur Semak,CLEAR_SH,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,2015,1992,Yes,High,Disagree - major,,Sample complete!,,,,,,,NA,image not available 1990-1995
Anna checked,Anna checked,AGREE_FOR,OMISSION,YES,Edited entry,,Sumatera,8688,Non Forest,High,Pertanian Lahan Kering Campur Semak,DEG,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,2015,1991,No,High,Agree,,Sample complete!,,,,,,,NA,
Anna checked,Anna checked,OMISSION,OMISSION,YES,Edited entry,,Sumatera,8689,Non Forest,High,Pertanian Lahan Kering Campur Semak,DEG,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,2012,1990,No,High,Disagree - major,,Sample complete!,,,,,,,NA,
Anna checked,Anna checked,AGREE_FOR,OMISSION,YES,Edited entry,,Sumatera,8692,Primary degraded,High,Perkebunan,CLEAR_PE,High,2005,2004,Degraded - Nearby clearing,High,2006,2005,Cleared - Palm estates,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,2010,1996,Yes,High,Disagree - major,,,,,,,,,NA,
