ID,LINK,PATH,PATH_1,PATH_3,PATH_5,Version,FINAL_LU_UMD,TRAJECTORY,ISLAND,Checked,NOTES,X1990_LC,X1990_CONF,X1990_NOTES,CH1_YR,CH1_PCF,CH1_TYPE,CH1_CONF,CH1_NOTES,CH2_YR,CH2_PCF,CH2_TYPE,CH2_CONF,CH2_NOTES,CH3_YR,CH3_PCF,CH3_TYPE,CH3_CONF,CH3_NOTES,CH4_YR,CH4_PCF,CH4_TYPE,CH4_CONF,CH4_NOTES,CH5_YR,CH5_PCF,CH5_TYPE,CH5_CONF,CH5_NOTES,CH6_YR,CH6_PCF,CH6_TYPE,CH6_CONF,CH6_NOTES,FINAL_LU,USER,CLASS_NOTES,NOTES_FINAL,CONF_FINAL,CHANGE_E_CONF,DISAGREEMENT_EDITS,DISAGREEMENT_NOTES,DEG_YR_FIRST,DEG_TYPE_FIRST,CLEAR_YR_FIRST,CLEAR_TYPE_FIRST,AGREE_DISAGREE,SPOT,HIGHRES_GE,FY_CF,Editor,NUM_CHANGE,TREE_COVER,LOSS_YEAR,KLHK_CLASS_1990,KLHK_CLASS_2000,KLHK_CLASS_2012,Sveta_2001,Belinda_2000,INCAS_2000,INCAS_2012,1990 status,2000 status,2001 status,2012 status,Team
643,file:///J:/Indonesia_samples/pages_new/Irian_Jaya_sample643.html,file:///J:/Indonesia_samples/pages_new/Irian_Jaya_sample643.html,file:///J:/Indonesia_samples/pages_new/,_sample,.html,February version,Cleared - Smallholder,DEG_DEG_CLEARED,Irian_Jaya,Unsure,I don't see the 2005 clearing,Primary intact,HIGH,NA,1996,1995,Degraded - Nearby clearing,HIGH,NA,1997,1996,Degraded - Nearby clearing,HIGH,NA,,,,,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Hutan Sekunder,Anna checked,Small-holder agroforest,NA,HIGH,HIGH,NA,NA,1996,Degraded - Selective logging,2005,Cleared - Smallholder,Disagree - major,YES,2009,1990,NA,3,98,NA,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,NON,Team_3
1383,file:///J:/Indonesia_samples/pages_new/Irian_Jaya_sample1383.html,file:///J:/Indonesia_samples/pages_new/Irian_Jaya_sample1383.html,file:///J:/Indonesia_samples/pages_new/,_sample,.html,February version,Cleared - Smallholder,DEG_DEG_CLEARED,Irian_Jaya,Recommend change,I don't think the pixel was actually cleared,Primary degraded,HIGH,NA,2012,2011,Degraded - Nearby clearing,HIGH,NA,,,,,NA,,,,,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Hutan Sekunder,Anna checked,NA,NA,HIGH,HIGH,NA,NA,1997,Degraded - Selective logging,2014,Cleared - Smallholder,Disagree - major,YES,none,1990,NA,3,98,NA,FOREST,NON,NON,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,Team_3
811,file:///J:/Indonesia_samples/pages_new/Irian_Jaya_sample811.html,file:///J:/Indonesia_samples/pages_new/Irian_Jaya_sample811.html,file:///J:/Indonesia_samples/pages_new/,_sample,.html,February version,Cleared - Road,CLEARED,Irian_Jaya,Recommend change,I think this pixel was just degraded in 2002 (selective logging),Primary intact,HIGH,NA,2002,2000,Degraded - Selective Logging,HIGH,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Hutan Sekunder,Rizky checked,NA,NA,HIGH,HIGH,NA,NA,0,NA,2002,Cleared - Road,Disagree - major,YES,none,1990,NA,1,94,NA,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,NON,Team_3
433,file:///J:/Indonesia_samples/pages_new/Irian_Jaya_sample433.html,file:///J:/Indonesia_samples/pages_new/Irian_Jaya_sample433.html,file:///J:/Indonesia_samples/pages_new/,_sample,.html,February version,Cleared - Road,CLEARED,Irian_Jaya,Unsure,"I think this pixel was probably just degraded (selective logging), or possibly cleared abandoned",Primary intact,HIGH,NA,2012,2011,Degraded - Selective Logging,HIGH,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Hutan Sekunder,Zuraidah checked,NA,NA,HIGH,HIGH,NA,NA,0,NA,2012,Cleared - Road,Agree,YES,2016,1995,NA,1,98,NA,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,NA,Team_3
107,file:///J:/Indonesia_samples/pages_new/Irian_Jaya_sample107.html,file:///J:/Indonesia_samples/pages_new/Irian_Jaya_sample107.html,file:///J:/Indonesia_samples/pages_new/,_sample,.html,February version,Cleared - Road,CLEARED,Irian_Jaya,Recommend change,I don't think this pixel was changed,Primary intact,HIGH,NA,,,,,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Hutan Primer,Tatik checked,NA,NA,HIGH,HIGH,No edits needed,NA,0,NA,2013,Cleared - Road,Agree,YES,none,1995,Tatik checked,1,98,NA,NON,NON,NON,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,Team_3
316,file:///J:/Indonesia_samples/pages_new/Irian_Jaya_sample316.html,file:///J:/Indonesia_samples/pages_new/Irian_Jaya_sample316.html,file:///J:/Indonesia_samples/pages_new/,_sample,.html,February version,Cleared - Road,CLEARED,Irian_Jaya,Recommend change,"I think this is more likely cleared by small-scale mining, not road construction",Primary intact,HIGH,NA,2013,2012,Cleared - Road,HIGH,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Hutan Sekunder,Zuraidah checked,jalan,NA,HIGH,HIGH,NA,NA,0,NA,2013,Cleared - Road,Disagree - major,YES,none,1993,NA,1,98,NA,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,Team_3
1475,file:///J:/Indonesia_samples/pages_new/Irian_Jaya_sample1475.html,file:///J:/Indonesia_samples/pages_new/Irian_Jaya_sample1475.html,file:///J:/Indonesia_samples/pages_new/,_sample,.html,February version,Cleared - Other,CLEARED,Irian_Jaya,Unsure,Not sure if this is cleared abandoned or cleared other,Primary intact,HIGH,NA,2000,1996,Cleared - Abandoned,HIGH,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Belukar Rawa,Inggit checked,NA,NA,HIGH,HIGH,NA,NA,0,NA,2000,Cleared - Other,Agree,YES,none,1990,NA,1,85,NA,FOREST,FOREST,FOREST,NON,NON,FOREST,FOREST,FOREST,NA,NON,NON,Team_3
179,file:///J:/Indonesia_samples/pages_new/Irian_Jaya_sample179.html,file:///J:/Indonesia_samples/pages_new/Irian_Jaya_sample179.html,file:///J:/Indonesia_samples/pages_new/,_sample,.html,February version,Cleared - Other,DEG_CLEARED,Irian_Jaya,Unsure,Not sure if the 2007 event was clearing or degradation,Primary intact,HIGH,NA,1999,1995,Degraded - Natural disturbance,HIGH,landslide,,,,,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Hutan Sekunder,Tatik checked,NA,NA,HIGH,HIGH,NA,NA,1999,Degraded - Natural disturbance,2007,Cleared - Other,Agree,YES,none,1991,NA,2,95,NA,FOREST,FOREST,FOREST,FOREST,FOREST,NON,NON,FOREST,FOREST,FOREST,NON,Team_3
75,file:///J:/Indonesia_samples/pages_new/Irian_Jaya_sample75.html,file:///J:/Indonesia_samples/pages_new/Irian_Jaya_sample75.html,file:///J:/Indonesia_samples/pages_new/,_sample,.html,February version,Cleared - Other,DEG_CLEARED,Irian_Jaya,Unsure,Not sure about 2015 clearing - either abandoned or for another form of agriculture,Primary intact,HIGH,NA,2013,2012,Degraded - Selective logging,HIGH,NA,2014,2013,Cleared - Palm estates,LOW,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Perkebunan,Tatik checked,NA,oilpalm,HIGH,HIGH,NA,NA,2013,Degraded - Selective logging,2014,Cleared - Other,Disagree - minor,YES,none,1990,NA,2,97,2014,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,Team_3
1003,file:///J:/Indonesia_samples/pages_new/Irian_Jaya_sample1003.html,file:///J:/Indonesia_samples/pages_new/Irian_Jaya_sample1003.html,file:///J:/Indonesia_samples/pages_new/,_sample,.html,February version,Cleared - Other,DEG_CLEARED,Irian_Jaya,Recommend change,"Part of a large scale estate, but it hasn't been planted as of 2016, so should probably be classified as cleared - abandoned",Primary intact,HIGH,NA,1997,1990,Degraded - Nearby clearing,HIGH,NA,2016,2015,Cleared - Palm estates,HIGH,from google earth,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Lahan Terbuka,Yazid checked,NA,NA,HIGH,HIGH,NA,NA,1997,Degraded - Nearby clearing,2016,Cleared - Other,Disagree - minor,YES,none,1990,NA,2,98,2016,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,Team_3
1873,file:///J:/Indonesia_samples/pages_new/Irian_Jaya_sample1873.html,file:///J:/Indonesia_samples/pages_new/Irian_Jaya_sample1873.html,file:///J:/Indonesia_samples/pages_new/,_sample,.html,February version,Cleared - Fire,CLEARED,Irian_Jaya,Recommend change,"Cleared in 1998, not 1997",Primary intact,HIGH,NA,1998,1997,Cleared - Fire,HIGH,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Belukar Rawa,Diana checked,NA,NA,HIGH,HIGH,NA,NA,0,NA,1997,Cleared - Fire,Agree,YES,2016,1990,NA,1,90,NA,FOREST,NON,NON,NON,NON,NON,FOREST,FOREST,NON,NON,NON,Team_3
1657,file:///J:/Indonesia_samples/pages_new/Irian_Jaya_sample1657.html,file:///J:/Indonesia_samples/pages_new/Irian_Jaya_sample1657.html,file:///J:/Indonesia_samples/pages_new/,_sample,.html,February version,Cleared - Fire,CLEARED,Irian_Jaya,Recommend change,I don't see any change event,Non forest,LOW,NA,,,,,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Belukar Rawa,Inggit checked,NA,NA,HIGH,HIGH,No edits needed,NA,0,NA,1999,Cleared - Fire,Disagree - major,YES,none,1992,Inggit checked,1,97,NA,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,NON,NON,NON,Team_3
554,file:///J:/Indonesia_samples/pages_new/Irian_Jaya_sample554.html,file:///J:/Indonesia_samples/pages_new/Irian_Jaya_sample554.html,file:///J:/Indonesia_samples/pages_new/,_sample,.html,February version,Cleared - Fire,DEG_CLEARED,Irian_Jaya,Recommend change,"I don't think the pixel was actually cleared, possibly degraded, though not sure about that either",Primary intact,HIGH,NA,,,,,NA,,,,,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Hutan Rawa Primer,Anna checked,Cross-checked using GoggleEarth,NA,HIGH,HIGH,Edited entry,NA,2007,Degraded - Selective logging,2008,Cleared - Fire,Agree,YES,none,1999,Anna checked,2,89,NA,NON,NON,NON,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,NON,Team_3
1756,file:///J:/Indonesia_samples/pages_new/Irian_Jaya_sample1756.html,file:///J:/Indonesia_samples/pages_new/Irian_Jaya_sample1756.html,file:///J:/Indonesia_samples/pages_new/,_sample,.html,February version,Cleared - Abandoned,CLEARED,Irian_Jaya,Unsure,Might have just been degraded selective logging,Primary intact,HIGH,NA,1999,1993,Degraded - Selective Logging,HIGH,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Hutan Sekunder,Diana checked,NA,NA,HIGH,HIGH,Edited entry,"Cleared due to logging, generally selective but led to full stand clearing within pixel",0,NA,1999,Cleared - Abandoned,Disagree - major,YES,none,1993,Diana checked,1,90,NA,FOREST,FOREST,FOREST,BUFFER,FOREST,NON,NON,FOREST,NON,NON,NON,Team_3
1336,file:///J:/Indonesia_samples/pages_new/Irian_Jaya_sample1336.html,file:///J:/Indonesia_samples/pages_new/Irian_Jaya_sample1336.html,file:///J:/Indonesia_samples/pages_new/,_sample,.html,February version,Cleared - Abandoned,CLEARED,Irian_Jaya,Unsure,Cleared road?,Primary intact,HIGH,NA,2001,1999,Cleared - Road,HIGH,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Belukar,Anna checked,Spot tidak tersedia,NA,HIGH,HIGH,NA,NA,0,NA,2001,Cleared - Abandoned,Disagree - major,NO,none,1990,NA,1,97,2001,FOREST,FOREST,FOREST,BUFFER,FOREST,FOREST,NON,FOREST,FOREST,NA,NON,Team_3
486,file:///J:/Indonesia_samples/pages_new/Irian_Jaya_sample486.html,file:///J:/Indonesia_samples/pages_new/Irian_Jaya_sample486.html,file:///J:/Indonesia_samples/pages_new/,_sample,.html,February version,Cleared - Abandoned,CLEARED,Irian_Jaya,Unsure,I think the pixel was probably just degraded,Primary intact,LOW,NA,2004,2003,Degraded - Selective Logging,LOW,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Hutan Rawa Sekunder,Anna checked,NA,NA,HIGH,HIGH,NA,NA,0,NA,2004,Cleared - Abandoned,Disagree - major,YES,none,1990,NA,1,98,NA,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,NON,Team_3
1391,file:///J:/Indonesia_samples/pages_new/Irian_Jaya_sample1391.html,file:///J:/Indonesia_samples/pages_new/Irian_Jaya_sample1391.html,file:///J:/Indonesia_samples/pages_new/,_sample,.html,February version,Cleared - Abandoned,DEG_CLEARED,Irian_Jaya,Recommend change,"Pixel not visible in 1995, just 1997 clearing",Primary intact,HIGH,NA,1997,1993,Degraded - Natural disturbance,HIGH,NA,,,,,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Hutan Sekunder,Anna checked,NA,NA,HIGH,HIGH,NA,NA,1995,Degraded - Selective logging,1997,Cleared - Abandoned,Disagree - major,YES,2014,1993,NA,2,97,NA,FOREST,FOREST,FOREST,BUFFER,NON,NON,FOREST,FOREST,NON,NON,NON,Team_3
708,file:///J:/Indonesia_samples/pages_new/Irian_Jaya_sample708.html,file:///J:/Indonesia_samples/pages_new/Irian_Jaya_sample708.html,file:///J:/Indonesia_samples/pages_new/,_sample,.html,February version,Cleared - Abandoned,DEG_CLEARED,Irian_Jaya,Unsure,"This was probably cleared from mine tailings from Freeport, not sure if abandoned is the right category",Primary intact,HIGH,NA,1999,1996,Degraded - Peatland draining,HIGH,NA,2000,1999,Cleared - Other,LOW,mining deposit,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Belukar Rawa,Anna checked,NA,NA,HIGH,HIGH,No edits needed,NA,1999,Degraded - Natural disturbance,2000,Cleared - Abandoned,Disagree - minor,NO,none,1996,Anna checked,2,46,NA,NON,NON,NON,NON,NON,NON,NON,FOREST,NA,NON,NON,Team_3
1360,file:///J:/Indonesia_samples/pages_new/Irian_Jaya_sample1360.html,file:///J:/Indonesia_samples/pages_new/Irian_Jaya_sample1360.html,file:///J:/Indonesia_samples/pages_new/,_sample,.html,February version,Cleared - Abandoned,DEG_CLEARED,Irian_Jaya,Recommend change,"I think this pixel was just degraded in 1998, never cleared",Primary intact,HIGH,NA,1998,1997,Degraded - Selective Logging,HIGH,NA,,,,,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Hutan Rawa Sekunder,Anna checked,NA,NA,HIGH,HIGH,NA,NA,1998,Degraded - Fire,2007,Cleared - Abandoned,Disagree - major,YES,none,1990,NA,2,95,NA,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,NON,Team_3
641,file:///J:/Indonesia_samples/pages_new/Irian_Jaya_sample641.html,file:///J:/Indonesia_samples/pages_new/Irian_Jaya_sample641.html,file:///J:/Indonesia_samples/pages_new/,_sample,.html,February version,Cleared - Abandoned,DEG_CLEARED,Irian_Jaya,Unsure,Not positive the pixel was ever cleared,Primary intact,HIGH,NA,,,,,NA,,,,,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Hutan Rawa Primer,Anna checked,NA,NA,HIGH,HIGH,NA,NA,2004,Degraded - Selective logging,2008,Cleared - Abandoned,Disagree - major,YES,none,1990,NA,2,98,NA,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,NON,Team_3
1718,file:///J:/Indonesia_samples/pages_new/Irian_Jaya_sample1718.html,file:///J:/Indonesia_samples/pages_new/Irian_Jaya_sample1718.html,file:///J:/Indonesia_samples/pages_new/,_sample,.html,February version,Cleared - Abandoned,DEG_CLEARED,Irian_Jaya,Unsure,I think the pixel might have just been dry in 2016,Primary intact,HIGH,NA,1998,1997,Degraded - Selective Logging,HIGH,NA,2016,2015,Cleared - Abandoned,LOW,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Belukar,Diana checked,NA,NA,HIGH,HIGH,Edited entry,"Still forested in 2001, but changed the selective logging year",2015,Degraded - Selective logging,2016,Cleared - Abandoned,Disagree - major,YES,2015,1990,Diana checked,2,97,NA,FOREST,FOREST,FOREST,BUFFER,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,Team_3
2044,file:///J:/Indonesia_samples/pages_new/Irian_Jaya_sample2044.html,file:///J:/Indonesia_samples/pages_new/Irian_Jaya_sample2044.html,file:///J:/Indonesia_samples/pages_new/,_sample,.html,February version,Cleared - Abandoned,DEG_DEG_CLEARED,Irian_Jaya,Unsure,Not sure if this was abandoned or smallholder,Primary intact,HIGH,NA,1999,1997,Degraded - Selective logging,HIGH,NA,2007,2006,Degraded - Nearby clearing,HIGH,NA,2012,2011,Cleared - Smallholder,HIGH,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Pertanian Lahan Kering Campur Semak,Yazid checked,NA,NA,HIGH,HIGH,NA,NA,1999,Degraded - Selective logging,2014,Cleared - Abandoned,Disagree - minor,YES,none,1990,NA,3,98,2014,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,Team_3
16,file:///J:/Indonesia_samples/pages_new/Irian_Jaya_sample16.html,file:///J:/Indonesia_samples/pages_new/Irian_Jaya_sample16.html,file:///J:/Indonesia_samples/pages_new/,_sample,.html,February version,Primary degraded,NO_CHANGE,Irian_Jaya,Recommend change,Cleared in 1997 (smallholder clearing),Primary degraded,HIGH,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Hutan Rawa Primer,Tatik checked,NA,NA,HIGH,HIGH,Edited entry,NA,0,NA,0,NA,Agree,YES,none,1990,Tatik checked,0,89,NA,FOREST,FOREST,FOREST,BUFFER,NON,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,Team_3
37,file:///J:/Indonesia_samples/pages_new/Irian_Jaya_sample37.html,file:///J:/Indonesia_samples/pages_new/Irian_Jaya_sample37.html,file:///J:/Indonesia_samples/pages_new/,_sample,.html,February version,Primary degraded,NO_CHANGE,Irian_Jaya,Unsure,Possible this was already non forest in the first cloud free image,Non forest,HIGH,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Pertanian Lahan Kering Campur Semak,Tatik checked,NA,NA,HIGH,HIGH,NA,NA,0,NA,0,NA,Agree,YES,2017,1995,NA,0,98,NA,FOREST,FOREST,NON,FOREST,NON,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,Team_3
50,file:///J:/Indonesia_samples/pages_new/Irian_Jaya_sample50.html,file:///J:/Indonesia_samples/pages_new/Irian_Jaya_sample50.html,file:///J:/Indonesia_samples/pages_new/,_sample,.html,February version,Primary degraded,NO_CHANGE,Irian_Jaya,Unsure,I think this may be intact,Primary intact,HIGH,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Hutan Primer,Tatik checked,NA,NA,HIGH,HIGH,NA,NA,0,NA,0,NA,Agree,YES,none,1990,NA,0,98,NA,FOREST,FOREST,FOREST,FOREST,FOREST,NON,NON,FOREST,FOREST,FOREST,FOREST,Team_3
320,file:///J:/Indonesia_samples/pages_new/Irian_Jaya_sample320.html,file:///J:/Indonesia_samples/pages_new/Irian_Jaya_sample320.html,file:///J:/Indonesia_samples/pages_new/,_sample,.html,February version,Primary degraded,NO_CHANGE,Irian_Jaya,Unsure,Could be intact,Primary intact,LOW,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Hutan Primer,Zuraidah checked,NA,NA,HIGH,HIGH,NA,NA,0,NA,0,NA,Disagree - major,YES,none,1994,NA,0,95,NA,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,NON,FOREST,FOREST,FOREST,FOREST,Team_3
482,file:///J:/Indonesia_samples/pages_new/Irian_Jaya_sample482.html,file:///J:/Indonesia_samples/pages_new/Irian_Jaya_sample482.html,file:///J:/Indonesia_samples/pages_new/,_sample,.html,February version,Primary degraded,NO_CHANGE,Irian_Jaya,Recommend change,"Intact, no change",Non forest,HIGH,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Belukar Rawa,Zuraidah checked,NA,NA,HIGH,HIGH,No edits needed,NA,0,NA,0,NA,Disagree - major,YES,none,1994,Zuraidah checked,0,95,NA,FOREST,FOREST+NON,FOREST+NON,BUFFER,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,Team_3
536,file:///J:/Indonesia_samples/pages_new/Irian_Jaya_sample536.html,file:///J:/Indonesia_samples/pages_new/Irian_Jaya_sample536.html,file:///J:/Indonesia_samples/pages_new/,_sample,.html,February version,Primary degraded,NO_CHANGE,Irian_Jaya,Unsure,Probably intact?,Primary intact,LOW,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Hutan Primer,Anna checked,NA,NA,HIGH,HIGH,NA,NA,0,NA,0,NA,Agree,YES,none,1990,NA,0,97,NA,FOREST,NON,NON,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,Team_3
569,file:///J:/Indonesia_samples/pages_new/Irian_Jaya_sample569.html,file:///J:/Indonesia_samples/pages_new/Irian_Jaya_sample569.html,file:///J:/Indonesia_samples/pages_new/,_sample,.html,February version,Primary degraded,NO_CHANGE,Irian_Jaya,Unsure,Probably intact?,Primary intact,LOW,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Hutan Rawa Primer,Anna checked,NA,NA,HIGH,HIGH,NA,NA,0,NA,0,NA,Disagree - major,YES,2015,1993,NA,0,97,NA,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,Team_3
694,file:///J:/Indonesia_samples/pages_new/Irian_Jaya_sample694.html,file:///J:/Indonesia_samples/pages_new/Irian_Jaya_sample694.html,file:///J:/Indonesia_samples/pages_new/,_sample,.html,February version,Primary degraded,NO_CHANGE,Irian_Jaya,Recommend change,"Intact, no change",Primary intact,HIGH,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Hutan Rawa Primer,Anna checked,NA,NA,HIGH,HIGH,NA,NA,0,NA,0,NA,Disagree - minor,YES,2003,1990,NA,0,89,NA,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,Team_3
715,file:///J:/Indonesia_samples/pages_new/Irian_Jaya_sample715.html,file:///J:/Indonesia_samples/pages_new/Irian_Jaya_sample715.html,file:///J:/Indonesia_samples/pages_new/,_sample,.html,February version,Primary degraded,NO_CHANGE,Irian_Jaya,Unsure,Could be intact,Primary intact,HIGH,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Hutan Rawa Primer,Anna checked,NA,NA,HIGH,HIGH,No edits needed,wetland forest,0,NA,0,NA,Disagree - minor,YES,none,1990,Anna checked,0,89,NA,FOREST,FOREST,FOREST,NON,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,Team_3
743,file:///J:/Indonesia_samples/pages_new/Irian_Jaya_sample743.html,file:///J:/Indonesia_samples/pages_new/Irian_Jaya_sample743.html,file:///J:/Indonesia_samples/pages_new/,_sample,.html,February version,Primary degraded,NO_CHANGE,Irian_Jaya,Recommend change,"Intact, no change",Non forest,HIGH,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Belukar Rawa,Rizky checked,"1990 belukar rawa, kemudian terjadi perubahan menjadi belukar rawa/savana/lahan terbuka secara bergantian",NA,HIGH,HIGH,No edits needed,Seasonal Wetland,0,NA,0,NA,Disagree - major,YES,2013,1990,Rizky checked,0,64,NA,FOREST,NON,NON,NON,NON,NON,NON,FOREST,FOREST,FOREST,FOREST,Team_3
870,file:///J:/Indonesia_samples/pages_new/Irian_Jaya_sample870.html,file:///J:/Indonesia_samples/pages_new/Irian_Jaya_sample870.html,file:///J:/Indonesia_samples/pages_new/,_sample,.html,February version,Primary degraded,NO_CHANGE,Irian_Jaya,Unsure,Possibly intact,Primary intact,LOW,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Hutan Primer,Rizky checked,NA,NA,LOW,HIGH,NA,NA,0,NA,0,NA,Disagree - major,YES,2012,1990,NA,0,97,NA,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,Team_3
