USER,Editor,COMPARE_KLHK_1990,COMPARE_UMD_2001,OMISSION or COMMISSION,Link start,Link end,NEW EDITS,DISAGREEMENT NOTES,ISLAND,ID,1990 land cover,X1990_CONF,Final land use KLHK,FINAL_LU_UMD,CONF_FINAL,Change 1 year,Change 1 previous cloud free year,Change 1 type,Change 1 confidence,Change 2 year,Change 2 previous cloud free year,Change 2 type,Change 2 confidence,Change 3 year,Change 3 previous cloud free year,Change 3 type,Change 3 confidence,Change 4 year,Change 4 previous cloud free year,Change 4 type,Change 4 confidence,Change 5 year,Change 5 previous cloud free,Change 5 type,Change 5 confidence,Change 6 year,Change 6 previous cloud free,Change 6 type,Change 6 confidence,SPOT,HIGHRES_GE,FY_CF,CHANGE_EVENT,CHANGE_E_CONF,AGREE_DISAGREE,D_EDITS,X1990_NOTES,CLASS_NOTES,CH1_NOTES,CH2_NOTES,CH3_NOTES,CH4_NOTES,CH5_NOTES,CH6_NOTES,NOTES_FINAL
Diana checked,Diana checked,OMISSION,OMISSION,YES,file:///F:/Indonesia_samples/pages_new/Sumatera_sample,.html,Edited entry,,Sumatera,8158,Non Forest,High,Belukar,NON,High,,,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,2015,1990,Yes,High,Agree,,,,,,,,,NA,
Diana checked,Diana checked,AGREE_FOR,OMISSION,YES,file:///F:/Indonesia_samples/pages_new/Sumatera_sample,.html,No edits needed,,Sumatera,8173,Primary intact,High,Perkebunan,CLEAR_PE,High,1992,1990,Degraded - Nearby clearing,High,2006,2005,Degraded - Nearby clearing,High,2007,2006,Cleared - Palm estates,High,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,2011,1990,Yes,High,Disagree - minor,,,,,,,,,NA,
Diana checked,Diana checked,OMISSION,AGREE_NON,YES,file:///F:/Indonesia_samples/pages_new/Sumatera_sample,.html,No edits needed,,Sumatera,8175,Primary degraded,Low,Belukar,CLEAR_AB,High,1998,1996,Cleared - Abandoned/transitional,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,none,1994,Yes,High,Agree,,"No image until 1993, but primary degraded in 1988",,,,,,,NA,
Diana checked,Diana checked,COMMISSION,AGREE_NON,YES,file:///F:/Indonesia_samples/pages_new/Sumatera_sample,.html,No edits needed,,Sumatera,8179,Non Forest,High,Belukar,NON,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,none,1990,No,High,Disagree - major,,Sample complete!,,,,,,,NA,
Diana checked,Diana checked,OMISSION,AGREE_NON,YES,file:///F:/Indonesia_samples/pages_new/Sumatera_sample,.html,Edited entry,Rubber in 1990,Sumatera,8184,Non Forest,High,Pertanian Lahan Kering Campur Semak,NON,High,,,,,,,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,2015,1990,Yes,High,Disagree - minor,,,,,,,,,NA,
Diana checked,Diana checked,AGREE_FOR,OMISSION,YES,file:///F:/Indonesia_samples/pages_new/Sumatera_sample,.html,No edits needed,,Sumatera,8186,Primary degraded,High,Hutan Sekunder,DEG,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,none,1990,No,High,Disagree - minor,,Sample complete!,,,,,,,NA,
Diana checked,Diana checked,OMISSION,OMISSION,YES,file:///F:/Indonesia_samples/pages_new/Sumatera_sample,.html,Edited entry,Non forest in 1990?,Sumatera,8187,Non Forest,High,Belukar,NON,High,,,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,2015,1992,Yes,High,Disagree - minor,,,,,,,,,NA,
Diana checked,Diana checked,OMISSION,OMISSION,YES,file:///F:/Indonesia_samples/pages_new/Sumatera_sample,.html,Edited entry,,Sumatera,8189,Non Forest,High,Belukar,NON,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,2017,1990,No,High,Disagree - major,,Sample complete!,,,,,,,NA,
Diana checked,Diana checked,OMISSION,OMISSION,YES,file:///F:/Indonesia_samples/pages_new/Sumatera_sample,.html,Edited entry,,Sumatera,8193,Primary degraded,High,Belukar,CLEAR_AB,High,1997,1990,Cleared - Abandoned/transitional,Low,2009,2008,Cleared - Abandoned/transitional,High,2011,2009,Cleared - Abandoned/transitional,High,NA,NA,,,NA,NA,,,NA,NA,NA,NA,No,2016,1990,Yes,High,Disagree - minor,,,,,,,,,NA,Abandoned land adjacent to palm oil development
Diana checked,Diana checked,COMMISSION,AGREE_NON,YES,file:///F:/Indonesia_samples/pages_new/Sumatera_sample,.html,No edits needed,,Sumatera,8198,Non Forest,High,Hutan Tanaman,NON,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,none,1990,No,High,Agree,,Sample complete!,,,,,,,NA,
Diana checked,Diana checked,OMISSION,OMISSION,YES,file:///F:/Indonesia_samples/pages_new/Sumatera_sample,.html,No edits needed,,Sumatera,8201,Primary degraded,Low,Hutan Sekunder,DEG_FI,High,1998,1995,Degraded - Fire,High,2016,2015,Degraded - Fire,Low,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,none,1995,Yes,High,Disagree - major,,Image of 1990 not available,,,,,,,NA,
Diana checked,Diana checked,OMISSION,AGREE_FOR,YES,file:///F:/Indonesia_samples/pages_new/Sumatera_sample,.html,Edited entry,,Sumatera,8206,Primary degraded,High,Hutan Sekunder,DEG_FI,High,1993,1992,Degraded - Selective Logging,High,2009,2008,Degraded - Nearby clearing,High,2016,2015,Degraded - Nearby clearing,High,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,none,1992,Yes,High,Disagree - minor,,,,,,,,,NA,
Diana checked,Diana checked,OMISSION,OMISSION,YES,file:///F:/Indonesia_samples/pages_new/Sumatera_sample,.html,Edited entry,Rubber in 1990,Sumatera,8207,Non Forest,High,Pertanian Lahan Kering Campur Semak,NON,High,,,,,,,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,2014,1990,Yes,High,Agree,,,,,,,,,NA,
Diana checked,Diana checked,AGREE_FOR,OMISSION,YES,file:///F:/Indonesia_samples/pages_new/Sumatera_sample,.html,Edited entry,"Logging road ran though pixel in 2000, probably resulted in +50% canopy loss",Sumatera,8209,Primary intact,High,Perkebunan,CLEAR_PE,High,2000,1999,Cleared - Roading,High,2005,2004,Cleared - Abandoned/transitional,High,2009,2008,Cleared - Palm estates,High,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,none,1995,Yes,High,Disagree - minor,,,,,,,,,NA,
Diana checked,Diana checked,AGREE_FOR,OMISSION,YES,file:///F:/Indonesia_samples/pages_new/Sumatera_sample,.html,No edits needed,Fragment in 2001,Sumatera,8210,Primary intact,High,Hutan Sekunder,DEG_NE,High,1996,1995,Degraded - Nearby clearing,High,2000,1999,Degraded - Nearby clearing,High,2016,2015,Degraded - Nearby clearing,High,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,2010,1990,Yes,High,Disagree - minor,,,,,,,,,NA,
Diana checked,Diana checked,OMISSION,OMISSION,YES,file:///F:/Indonesia_samples/pages_new/Sumatera_sample,.html,No edits needed,,Sumatera,8223,Primary degraded,High,Pertanian Lahan Kering Campur Semak,CLEAR_SH,High,2009,2008,Degraded - Nearby clearing,High,2012,2011,Cleared - Small-holder land use,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,2016,1990,Yes,High,Disagree - minor,Diana edited,,,,,,,,NA,
Diana checked,Diana checked,OMISSION,AGREE_NON,YES,file:///F:/Indonesia_samples/pages_new/Sumatera_sample,.html,Edited entry,Non forest in 1990,Sumatera,8227,Non Forest,Low,Belukar,NON,High,,,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,2015,1990,Yes,High,Disagree - minor,,,,,,,,,NA,
Diana checked,Diana checked,COMMISSION,AGREE_NON,YES,file:///F:/Indonesia_samples/pages_new/Sumatera_sample,.html,No edits needed,Already cleared in first cloud free image (1994),Sumatera,8229,Non Forest,Low,Perkebunan,NON,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,2007,1994,No,High,Disagree - minor,,Image of 1990 not available,,,,,,,NA,"Forest already cleared by the time first cloud-free image available, but still forested in 1989"
Diana checked,Diana checked,OMISSION,AGREE_NON,YES,file:///F:/Indonesia_samples/pages_new/Sumatera_sample,.html,Edited entry,,Sumatera,8231,Non Forest,High,Perkebunan,NON,High,,,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,2015,1990,Yes,High,Agree,,,,,,,,,NA,
Diana checked,Diana checked,OMISSION,AGREE_FOR,YES,file:///F:/Indonesia_samples/pages_new/Sumatera_sample,.html,Edited entry,,Sumatera,8243,Primary degraded,High,Hutan Sekunder,DEG_NE,High,1997,1995,Degraded - Selective Logging,High,1999,1998,Degraded - Nearby clearing,High,2012,2011,Degraded - Nearby clearing,High,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,2013,1993,Yes,High,Disagree - minor,,Image of 1990 not available,,,,,,,NA,
Diana checked,Diana checked,OMISSION,OMISSION,YES,file:///F:/Indonesia_samples/pages_new/Sumatera_sample,.html,No edits needed,,Sumatera,8248,Primary degraded,Low,Hutan Sekunder,DEG_SL,High,2015,2014,Degraded - Selective Logging,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,No,2016,1998,Yes,High,Disagree - minor,,Image of 1990 not available,,,,,,,NA,
Diana checked,Diana checked,COMMISSION,AGREE_NON,YES,file:///F:/Indonesia_samples/pages_new/Sumatera_sample,.html,No edits needed,,Sumatera,8249,Non Forest,High,Perkebunan,NON,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,2009,1995,Yes,High,Disagree - minor,,No cloud free image until 1995,,,,,,,NA,
Diana checked,Diana checked,OMISSION,OMISSION,YES,file:///F:/Indonesia_samples/pages_new/Sumatera_sample,.html,Edited entry,,Sumatera,8253,Non Forest,High,Belukar,NON,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,2015,1990,No,High,Agree,,Sample complete!,,,,,,,NA,
Diana checked,Diana checked,OMISSION,OMISSION,YES,file:///F:/Indonesia_samples/pages_new/Sumatera_sample,.html,Edited entry,,Sumatera,8255,Primary degraded,High,Hutan Sekunder,DEG_NE,High,2000,1999,Degraded - Nearby clearing,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,none,1990,Yes,High,Disagree - minor,,,,,,,,,NA,
Diana checked,Diana checked,OMISSION,AGREE_NON,YES,file:///F:/Indonesia_samples/pages_new/Sumatera_sample,.html,No edits needed,,Sumatera,8262,Primary intact,High,Hutan Tanaman,CLEAR_TP,High,1995,1994,Cleared - Tree plantations,High,2002,2001,Cleared - Tree plantations,High,2009,2008,Cleared - Tree plantations,High,2016,2015,Cleared - Tree plantations,High,NA,NA,,,NA,NA,NA,NA,Yes,none,1991,Yes,High,Agree,,,,,,,,,NA,Cleared again in 2016 for tree plantations
Diana checked,Diana checked,AGREE_FOR,OMISSION,YES,file:///F:/Indonesia_samples/pages_new/Sumatera_sample,.html,No edits needed,Adjacent to a road,Sumatera,8263,Primary degraded,High,Belukar,CLEAR_AB,High,2005,2004,Cleared - Abandoned/transitional,High,2010,2009,Cleared - Abandoned/transitional,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,2014,1990,Yes,High,Disagree - major,,,,,,,,,NA,"Patch of cleared, unused land in the middle of a palm oil estate"
Diana checked,Diana checked,OMISSION,OMISSION,YES,file:///F:/Indonesia_samples/pages_new/Sumatera_sample,.html,Edited entry,,Sumatera,8270,Primary intact,High,Belukar,CLEAR_AB,High,1997,1996,Cleared - Abandoned/transitional,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,2017,1990,Yes,High,Agree,,,,,,,,,NA,
Diana checked,Diana checked,OMISSION,AGREE_NON,YES,file:///F:/Indonesia_samples/pages_new/Sumatera_sample,.html,No edits needed,,Sumatera,8272,Primary degraded,High,Perkebunan,CLEAR_PE,High,1995,1992,Cleared - Palm estates,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,2015,1990,Yes,High,Agree,,,,,,,,,NA,Possible the pixel went through a transitional phase before palm oil was planted
Diana checked,Diana checked,AGREE_FOR,OMISSION,YES,file:///F:/Indonesia_samples/pages_new/Sumatera_sample,.html,No edits needed,Boundary pixel in 2001,Sumatera,8274,Primary intact,High,Pertanian Lahan Kering Campur Semak,CLEAR_MI,High,1996,1995,Degraded - Nearby clearing,High,1999,1998,Degraded - Nearby clearing,High,2015,2014,Cleared - Mining,Low,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,none,1990,Yes,High,Disagree - minor,,,,,,,,,NA,
Diana checked,Diana checked,OMISSION,AGREE_NON,YES,file:///F:/Indonesia_samples/pages_new/Sumatera_sample,.html,No edits needed,,Sumatera,8275,Primary intact,High,Perkebunan,CLEAR_PE,High,1995,1994,Degraded - Selective Logging,Low,1998,1997,Cleared - Palm estates,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,2014,1991,Yes,High,Agree,,,,,,,,,NA,
Diana checked,Diana checked,AGREE_FOR,OMISSION,YES,file:///F:/Indonesia_samples/pages_new/Sumatera_sample,.html,No edits needed,,Sumatera,8279,Primary degraded,Low,Belukar,CLEAR_OT,High,2011,2010,Cleared - Other,Low,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,2016,1990,Yes,High,Disagree - minor,,,,,,,,,NA,
Diana checked,Diana checked,AGREE_FOR,OMISSION,YES,file:///F:/Indonesia_samples/pages_new/Sumatera_sample,.html,No edits needed,,Sumatera,8284,Primary degraded,High,Hutan Sekunder,DEG_NE,High,2001,2000,Degraded - Nearby clearing,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,2015,1995,Yes,High,Disagree - minor,,,,,,,,,NA,
Diana checked,Diana checked,OMISSION,OMISSION,YES,file:///F:/Indonesia_samples/pages_new/Sumatera_sample,.html,Edited entry,Rubber in 1990,Sumatera,8286,Non Forest,High,Pertanian Lahan Kering Campur Semak,NON,High,,,,,,,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,No,2015,1995,Yes,High,Disagree - major,,,,,,,,,NA,
Diana checked,Diana checked,COMMISSION,AGREE_NON,YES,file:///F:/Indonesia_samples/pages_new/Sumatera_sample,.html,No edits needed,,Sumatera,8287,Non Forest,High,Lahan Terbuka,NON,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,2011,1991,No,High,Disagree - major,,Sample complete!,,,,,,,NA,
Diana checked,Diana checked,OMISSION,OMISSION,YES,file:///F:/Indonesia_samples/pages_new/Sumatera_sample,.html,Edited entry,Rubber in 1990??,Sumatera,8297,Non Forest,High,Belukar,NON,High,,,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,none,1994,Yes,High,Disagree - minor,,,,,,,,,NA,
Diana checked,Diana checked,OMISSION,AGREE_FOR,YES,file:///F:/Indonesia_samples/pages_new/Sumatera_sample,.html,No edits needed,,Sumatera,8299,Primary degraded,High,Hutan Sekunder,DEG,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,2015,1990,No,High,Disagree - major,,Sample complete!,,,,,,,NA,
Diana checked,Diana checked,OMISSION,OMISSION,YES,file:///F:/Indonesia_samples/pages_new/Sumatera_sample,.html,No edits needed,,Sumatera,8300,Primary degraded,High,Hutan Sekunder,DEG,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,2014,1990,No,High,Disagree - major,,Sample complete!,,,,,,,NA,
Diana checked,Diana checked,COMMISSION,AGREE_NON,YES,file:///F:/Indonesia_samples/pages_new/Sumatera_sample,.html,No edits needed,Already non forest in 1993,Sumatera,8304,Non Forest,Low,Pertanian Lahan Kering Campur Semak,NON,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,2015,1993,No,Low,Disagree - major,,"No cloud free image until 1993, but pixel was forested in 1989",,,,,,,NA,
Diana checked,Diana checked,OMISSION,OMISSION,YES,file:///F:/Indonesia_samples/pages_new/Sumatera_sample,.html,No edits needed,"Pretty sure this was a wetland forest in 1990, possible it was rubber",Sumatera,8312,Primary intact,High,Belukar,CLEAR_AB,High,2011,2010,Degraded - Nearby clearing,High,2012,2011,Cleared - Abandoned/transitional,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,none,1996,Yes,High,Disagree - major,,,,,,,,,NA,
Diana checked,Diana checked,OMISSION,AGREE_NON,YES,file:///F:/Indonesia_samples/pages_new/Sumatera_sample,.html,No edits needed,,Sumatera,8320,Primary intact,High,Belukar,CLEAR_AB,High,1998,1995,Cleared - Abandoned/transitional,High,2009,2008,Cleared - Abandoned/transitional,Low,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,Yes,none,1990,Yes,High,Disagree - major,,,"Likely palm estate, unclear if pixel has been planted yet",,Not clear if the pixel was planted after this change,,,,NA,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
